query,category
"My card will expire next month, will I need to order a new one?",card_about_to_expire
after i got married i need to change my name,edit_personal_details
The day before yesterday I transferred funds to another account within the country.  The funds have not yet arrived.  I double and triple checked the account number and it was correct.  Why hasn't the transfer been completed yet?,transfer_not_received_by_recipient
Why is  my balance not updated?,balance_not_updated_after_bank_transfer
I didn't receive the amount of cash I requested for the ATM.,wrong_amount_of_cash_received
want a new card what are the fees,card_about_to_expire
When will my new card be delivered?,card_arrival
I purchased something overseas and the incorrect exchange rate was applied.,card_payment_wrong_exchange_rate
Someone else used my card to withdraw cash from an ATM,cash_withdrawal_not_recognised
Yesterday I had my phone stolen.  Please advise what I should do.,lost_or_stolen_phone
Do you do business in the EU?,country_support
Can you please explain to me why there is an extra €1 fee in my statement?,extra_charge_on_statement
"Why do you keep declining my transfers? It's been working well so far, but when I just tried to buy something, the card got declined. I tried it a few times, but same thing happened every try.",declined_transfer
Can I deposit money using Apple Pay?,apple_pay_or_google_pay
I can not find my phone or it has been stolen.,lost_or_stolen_phone
My card got charged twice for the same thing!,transaction_charged_twice
Where can I change my PIN?,change_pin
Who do I contact if there is a direct debit that I did not create.,direct_debit_payment_not_recognised
Please send a new card; the ATM ate mine.,card_swallowed
There is not a refund in my statement.,Refund_not_showing_up
Do yo charge a fee for exchanging foreign currencies?,exchange_charge
I bought something and I take issue with the exchange rate applied.,card_payment_wrong_exchange_rate
"It seems I've suddenly been charged for my recent ATM cash withdrawal. What's up with that? I though withdrawals are free, you never charged me so far!",cash_withdrawal_charge
"Some cash was withdrawn in the app, but I did not do it.",cash_withdrawal_not_recognised
There is a direct debit fee in the App that I didn't do.,direct_debit_payment_not_recognised
if im not using my account should i close it or just let it sit,terminate_account
I set up a payment to a new payee and sent some money but the person I'm sending it to has not received it.  Can you check where the money is?,transfer_not_received_by_recipient
Im trying to top up my card but it's still pending and it's been an hour. Is there any way to make it go through faster? Do I not have enough?,pending_top_up
My account shows a direct debit charge that I have never seen before,direct_debit_payment_not_recognised
my statement contains an unknown payment,card_payment_not_recognised
Can you tell me if a credit/refund is coming from a seller? I asked for refund directly from them and am still waiting. It's been a week now and i still havn't seen my refund yet.,Refund_not_showing_up
Why would there be an extra charge on my app?,extra_charge_on_statement
Top up is not working even though I have my AMEX in apple pay.,apple_pay_or_google_pay
What is needed for identity verification?,verify_my_identity
How can I alteration my PIN?,change_pin
I want a refund on the things i bought,request_refund
Is my card accepted anywhere?,card_acceptance
My virtual car is not working.,virtual_card_not_working
I think my card payment was reverted,reverted_card_payment?
"My PIN is locked, how do I unlock it?",pin_blocked
Can I top up for free using a European card?,top_up_by_card_charge
"extra fees on a cash withdrawal, not cool.",cash_withdrawal_charge
Why has transferring money resulted in a charge?,transfer_fee_charged
I am having to wait for my transfer to be fully processed. It seems to be taking a very long time in the pending phase. What is the normal turn around time that I can expect to see it completed?,pending_transfer
Do I get Visa or Mastercard?,visa_or_mastercard
I just got my new card.  How can I activate it?,activate_my_card
If my card was lost or stolen can I re-link it?,card_linking
How can I edit my personal details in the app?,edit_personal_details
Is there a fee to order a physical card?,order_physical_card
What ID do I need to verify my identity?,verify_my_identity
I've lost my card. What can I do about that?,lost_or_stolen_card
My card was refused,declined_card_payment
I got a new address and need to change my information.,edit_personal_details
I really need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or try an alternative,top_up_failed
Where do I get a disposable virtual card?,get_disposable_virtual_card
Can I get a Visa or does it have to be something else.,visa_or_mastercard
Why hasn't my transaction arrived?,transfer_not_received_by_recipient
I don't think the charges made when I had currency exchanged are right.,card_payment_wrong_exchange_rate
"I made a bank transfer from my UK account today, but it's not showing.  Can you check status?",balance_not_updated_after_bank_transfer
What's the procedure for getting a card?,order_physical_card
What countries are getting support?,country_support
Can I have a card even if I am not living in the UK?,country_support
"Why did my transfer not work, it says it was declined?",declined_transfer
What can I expect if I use bank transfer to top up my account?,transfer_into_account
I used an ATM and wanted to know why I was charged an extra fee.,cash_withdrawal_charge
I requested for a top-up but it has not reflected,top_up_failed
I'm being charged for using my card!,card_payment_fee_charged
My app is showing a payment that I know I did not do. Can you please cancel that transaction and credit my account please?,direct_debit_payment_not_recognised
Why can't I use my card?,card_not_working
My money transfer has not yet occurred,pending_transfer
Why can't I take $100 out,wrong_amount_of_cash_received
Transfers from the US how long will the wait be?,transfer_timing
"Pending still shows on this transfer, why?",pending_transfer
I don't recognize this payment at all!  Help!,card_payment_not_recognised
i need to add express delivery if that's an option,card_delivery_estimate
When can I expect a transfer from Europe to go through?,transfer_timing
Why is the payment from my card still pending?,pending_card_payment
What is the point of verifying a top up?,verify_top_up
Why is this payment pending?,pending_card_payment
"I could not get a top-up to work, why?",top_up_failed
I would like to get an item refunded,request_refund
I tried to buy something online yesterday and was told declined. I got the same error today after trying again. What is the problem?,declined_transfer
When will my transfer process?,balance_not_updated_after_bank_transfer
I didn't get a PIN yet. What gives?,get_physical_card
My card stopped working after multiple transactions. Why?,card_not_working
How do I link the new card that I just got from you guys?,card_linking
I tried to make a transfer and it failed.,failed_transfer
I am not satisfied with your company and wish to delete all accounts immediately.,terminate_account
Why am I not allowed to add a certain beneficiary?,beneficiary_not_allowed
need to know if there is a maximum i can top up,top_up_limits
"I need to exchange between different currencies, like GBP and USD. Can I do that with your app?",exchange_via_app
Can the card was sen to me be tracked?,card_arrival
I deposited a cheque and its been days and I still haven't received the cash!!,balance_not_updated_after_cheque_or_cash_deposit
"I was just shopping and my payment was declined in a store!  It was very embarrassing, what is going on and when will it be fixed?",declined_card_payment
Can i make transactions before identity verification?,why_verify_identity
Can you please inform me of the restrictions for the disposable cards.,disposable_card_limits
Is it free to exchange currency?,exchange_charge
"I deposited a cheque, but the balance hasn't changed yet.",balance_not_updated_after_cheque_or_cash_deposit
"I was wondering why my payment hasn't gone through yet, its been a while.",pending_card_payment
Would I be able to get a second card?,getting_spare_card
The app can't verify my information for identity proofing purposes.,unable_to_verify_identity
Delete my account now please.,terminate_account
How long do transfers take to show up in my account?,balance_not_updated_after_bank_transfer
I saw a fee on my receipt from withdrawing money while shopping earlier.  Is there supposed to be a fee for this type of transaction?,cash_withdrawal_charge
Can you tell me the status of my new card?,lost_or_stolen_card
I need my card to be activated right now.,activate_my_card
totally unacceptable.  I'm stranded with no cash because the ATM wouldn't give me any money!,declined_cash_withdrawal
I just made an order and noticed an extra fee. Why have you charged me this without informing me?,card_payment_fee_charged
"Recently, a few weeks ago there was a transaction made on my account by some seller that I don't recognize. I am very certain that didn't happen  and will like for you to trace back to make sure.",direct_debit_payment_not_recognised
"Can Google Pay be used for top up, please help?",apple_pay_or_google_pay
I'm not seeing my cash deposit showing up in my account.,balance_not_updated_after_cheque_or_cash_deposit
How can I request cash back? The ATM just gave me a different amount than what I've been actually charged though...,wrong_amount_of_cash_received
There is a strange 1£ charge that appears as pending on my statement. What's the cause for that? I haven't purchased anything for a pound.,extra_charge_on_statement
My card seems to not be working at all.,card_not_working
What do I do if i accidentally broke my card?,card_not_working
Is there an age limit to open an account,age_limit
Is it possible to exchange currencies using the app?,exchange_via_app
Can you help me? I have a duplicate transaction on my account and I don't understand why.,transaction_charged_twice
Why is the check I deposited this morning not showing up?,balance_not_updated_after_cheque_or_cash_deposit
"When exchanging currencies, is there an extra fee?",exchange_charge
Need a new passcode.,passcode_forgotten
"I need to transfer something ASAP from China, how long will it take to post to my account?",transfer_timing
"If I were to transfer, what would the cost be?",top_up_by_bank_transfer_charge
How do I know if my top-up went through?,pending_top_up
my exchange rate looks wrong for my last payment,card_payment_wrong_exchange_rate
how many days processing new card?,contactless_not_working
Why can't the person I sent the money transfer to see it?,transfer_not_received_by_recipient
Can third party fees affect a transfer?,top_up_by_bank_transfer_charge
Why is the pending status on my cash withdrawal taking so long?,pending_cash_withdrawal
What are the auto-top up policies?,automatic_top_up
"Hi, i was checking my old statements and found a discrepancy with a large amount transaction. I am sure it was not done by me. Please let me know if i could raise a dispute as its very late.",direct_debit_payment_not_recognised
Is it possible for a transaction to be cancelled?,cancel_transfer
"One of my card payments, I don't recognise the name of the merchant.",card_payment_not_recognised
What does it mean when a payment is pending?,pending_card_payment
I believe my card payment has reverted,reverted_card_payment?
where do you find your exchange rates?,exchange_rate
Is there an option to top up with a cheque?,top_up_by_cash_or_cheque
The bank machine didn't give my card back how do I get a new one fast?,card_swallowed
My account shows up as pending after I received cash from the ATM earlier.  How can this be still pending? I've got the cash already.,pending_cash_withdrawal
What's the normal time frame for a transfer from a UK account? After just making a transfer it doesn't appear at all. I need to know if things went okay.,balance_not_updated_after_bank_transfer
What is the process to activate a card,activate_my_card
What is the $1 transaction on my account?,extra_charge_on_statement
What do I do if I completed a money transfer but the recipient hasn't received it?,transfer_not_received_by_recipient
Is there a fee to get an actual card?,order_physical_card
"Your system is broken. My transfers keep failing, 5 times now.",failed_transfer
My top up is pending still,pending_top_up
I need to cancel my recent transfer quickly since I made a mistake. Please help before it goes through.,cancel_transfer
I have a charge I did not make.,card_payment_not_recognised
"The ATM would not give me cash,why?",declined_cash_withdrawal
I need to know where this charge is coming from?,card_payment_not_recognised
There is a direct debit patentp that I haven't authorized.,direct_debit_payment_not_recognised
How can I configure what currency my salary is in if it's in GBP?,receiving_money
How do your exchange rates factor in?,exchange_rate
I got a fee when paying with my card,card_payment_fee_charged
My money didnt go through after I transferred.,beneficiary_not_allowed
A cash withdrawal that I didn't authorize is shown on my account - can you please cancel my card as soon as possible?,cash_withdrawal_not_recognised
Why is the purchase I made this morning still pending?,pending_card_payment
I lost my phone.  What do I do to block someone else from using my account?,lost_or_stolen_phone
How long is the wait for my card?,card_delivery_estimate
how do I know where I can get money withdrawn?,atm_support
Can i cancel this purchase?,request_refund
The amount of money I pushed at the atm machine did not come out of the machine.,wrong_amount_of_cash_received
"I have done a transfer within the country the day before yesterday, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that already.",transfer_not_received_by_recipient
Where can I modify my details?,edit_personal_details
I already have a card and want to link it,card_linking
"I need some help, I thought you guys accepted crypto top ups?? It won't seem to let me do it. I put money in my account and now it's gone and I didn't spend it. Where did it go??",top_up_reverted
I need help as fast as possible! I made a mistake on my most recent transfer; can you please stop it before it goes through?,cancel_transfer
"Hi, I want to inquire about my balance. Some cash was deposited and it hasn't updated yet.",balance_not_updated_after_cheque_or_cash_deposit
How can I Use thereto-top option?,automatic_top_up
A withdrawal is showing that I don't recognize,cash_withdrawal_not_recognised
Can you tell me why my card payment did not work?,declined_card_payment
"Ive been trying to use my card for two weeks now to purchase somethings online but nothing is going through. It keeps returning my payment to my account. There shouldn't be anything wrong with my account, is it the card?",reverted_card_payment?
How do I receive more physical cards,getting_spare_card
Is there something wrong with the ATM? It would not let me pull cash out of my account.,declined_cash_withdrawal
My account says I have money but I withdrew it in cash.,pending_cash_withdrawal
My package is taking too long to arrive and I don't want it anymore. Can I get a refund?,request_refund
"I was out today looking forward to paying with my new card, but the payment just kept getting declined. This is really sad, what's going on?",declined_card_payment
what currencies can I receive my salary in with this?,receiving_money
With one disposable card how many transactions can i do?,disposable_card_limits
"My card isn't working at all, I need assistance. It's really frustrating.",card_not_working
Why hasn't my friend's transaction arrive yet?,transfer_not_received_by_recipient
I have a card payment I didn't make,card_payment_not_recognised
I have multiple of the same transaction,transaction_charged_twice
I still don't have a refund.,Refund_not_showing_up
Please help.  There is a payment in the app that isn't mine.,card_payment_not_recognised
What documents do you need to verify my identity?,verify_my_identity
How long is the wait for a money transfer to show up?,pending_transfer
I need a list of currencies you accept for exchange.,fiat_currency_support
What age do you have to be?,age_limit
"Where can I find out the fee structure for my account? I have been charged fees for some transactions, but not for other ones. I can't find a pattern in these fees.",card_payment_fee_charged
I entered a wrong PIN too many times. How can I fix this?,pin_blocked
"|I moved out of my old house two weeks ago and cancelled my direct debit to my old landlord, this direct debit was working fine.  Now I've moved in to a new place and set up a transfer to a new landlord but it's not reached her yet, can you check it please?",transfer_not_received_by_recipient
How much does it cost to top up by transfer?,top_up_by_bank_transfer_charge
My statement is showing I was Charged a dollar and I am not sure why.,extra_charge_on_statement
I lost my phone. Can I use my card without the app?,lost_or_stolen_phone
What do you need for the identity verification,verify_my_identity
How long is US delivery?,card_delivery_estimate
I'm having trouble with proving my identity.,unable_to_verify_identity
I do I top up from my Apple Watch?,apple_pay_or_google_pay
What is the time frame that transfers normally take from a UK account? I just completed a transfer and nothing shows up. I need to know if everything is alright.,balance_not_updated_after_bank_transfer
I think the exchange rate was incorrect.,wrong_exchange_rate_for_cash_withdrawal
Why am I charged a fee when using my debit or credit card?,card_payment_fee_charged
Am I charged for receiving money?,top_up_by_bank_transfer_charge
There is an urgent transfer I need to make from China.  How long will it take to get it processed?,transfer_timing
I can't activate my card?,activate_my_card
I cannot see a refund in my account,Refund_not_showing_up
Why hasn't the money transfer arrived yet?,transfer_not_received_by_recipient
How can I transfer money to this account from another bank?,transfer_into_account
My top up is still pending,pending_top_up
The app reversed a top off I had.  What should I do?,top_up_reverted
What do I need to do to transfer money with my credit card?,topping_up_by_card
My card payment is showing pending however this transaction was a couple of days ago. Is there a reason why it it still pending?,pending_card_payment
When can I expect my new card to get here?,card_delivery_estimate
When will my transfer move from pending to confirmed?,pending_transfer
Why hasn't the transaction I did arrive yet?,transfer_not_received_by_recipient
"Three months ago I bought a new house for my cat, fluffy.  Unfortunately Fluffy was not a fan of the house and it had to be returned to Pet Smart last week.  They said they have sent a refund but it's not there, can you tell me where it is?",Refund_not_showing_up
Is there an age limit to get an account?,age_limit
What can I do if my passcode won't work?,passcode_forgotten
I have been charged way to much so something is apparently wrong with my exchange. I changed Russian Ruble into UK pounds.,card_payment_wrong_exchange_rate
"Help! I'm missing money, I deposited a cheque but its not showing on my balance.",balance_not_updated_after_cheque_or_cash_deposit
I tried to purchase airline tickets online this morning and my card information isn't working. Is there something going on with my account?,card_not_working
I see a $1 charge in a transaction.,extra_charge_on_statement
How do I get a card in the EU?,country_support
I topped up but my money is not showing. Why is that?,top_up_reverted
How to receive the actual card,order_physical_card
I was charged and shouldn't have been charged when using my card!,card_payment_fee_charged
Why is a payment I made reverted back to my account?,reverted_card_payment?
"I tried and tried, but I could not complete my transfer. Tell me what is wrong.",failed_transfer
I tried to pay with my card and it didn't work,declined_card_payment
"In my app, a direct debit payment I didn't do shows in my app",direct_debit_payment_not_recognised
I would like to have a Mastercard.,visa_or_mastercard
I haven't received the money from the check I deposited.,balance_not_updated_after_cheque_or_cash_deposit
Where can I activate my card?,activate_my_card
I withdrew cash and I think the exchange rate is wrong.,wrong_exchange_rate_for_cash_withdrawal
"My bank card has expired, how can I get a new physical card?",card_about_to_expire
What are the auto top-up policies?,automatic_top_up
Are transfers not free? I didn't know I would be charged for transfers.,transfer_fee_charged
"I am not supposed to be charged a cash withdrawal fee, but I was.",cash_withdrawal_charge
"I tried to top up, but the funds show up as pending. I thought it was instant?",pending_top_up
I got billed an extra pound!,extra_charge_on_statement
I make payments for my place abroad using this account and since i use it so frequently I was wondering why did the fees increase suddenly rather than decreasing? I would think customers like me should receive incentives for using your service,transfer_fee_charged
"I'm expecting a large refund from a store I returned merchandise to recently.  They say they have sent the money but I don't see it in my account, can you help.",Refund_not_showing_up
"Hello, there was an error while attempting top-up with my card this morning. I was able to use the card two days ago with no issues. Could you please assist?",top_up_failed
Where can I get my currencies exchanged?,exchange_via_app
Is there such thing as top up by cheque?,top_up_by_cash_or_cheque
I made a transaction to the wrong account!,cancel_transfer
My account is locked because I used the wrong pin too many times.  Please help.p,pin_blocked
Why is my PIN blocked?,pin_blocked
Why is the fee for taking money out so high?  I feel I was overcharged and I would have never used this ATM if I would have known ahead of time.,wrong_exchange_rate_for_cash_withdrawal
What's the wait time for European transfers?,transfer_timing
Why do I have a strange payment on my statement?,card_payment_not_recognised
I didn't withdraw the amount of cash that is showing up in the app.,cash_withdrawal_not_recognised
Can you help me with proving my identity?,unable_to_verify_identity
"I was overcharged at an ATM while on vacation. I needed cash so I had to use it, but your charges are outregous and I wish I would have known beforehand.",wrong_exchange_rate_for_cash_withdrawal
card is being used by someone else,compromised_card
"Since I got married, I need to change my name.",edit_personal_details
I can't recognise this Direct Debit payment.,direct_debit_payment_not_recognised
What cards do you support,supported_cards_and_currencies
Can i get payed through this system?,receiving_money
"I asked for a certain amount of money from the ATM, but it gave me a different amount. Less than what I asked for.",wrong_amount_of_cash_received
Would I need to pay extra for currency exchanges?,exchange_charge
Can I use my account although my identity verification has yet to pass?,why_verify_identity
I would like to cancel a purchase.,request_refund
What fees are charged when I top up,top_up_by_card_charge
make my account go away,terminate_account
I will be traveling.  Can I add money automatically?,automatic_top_up
How much money can I withdraw before fees? I noticed a fee on my card but I didn't think I had hit the limit of how much I could withdraw in a month.,cash_withdrawal_charge
Why did the ATM swallow my card?,card_swallowed
"I deposited cash this morning, but it's not showing up in my account. Can you tell me where's my money?",balance_not_updated_after_cheque_or_cash_deposit
Can I use your app to exchange between USD and GBP,exchange_via_app
Will a cheque suffice?,top_up_by_cash_or_cheque
"I want to get rid of the account, and delete personal information .",terminate_account
What's the procedure for canceling a purchase?,request_refund
"Someone stole my account, there's a withdrawal but it wasn't me, can we put a stop to it please?",cash_withdrawal_not_recognised
Is a new debit card free?,getting_spare_card
What is needed for my daughter to open an account?,age_limit
"Why wasn't it obvious that you charge for payments? If you put the fees in an easy to read format, this could have been avoided.",card_payment_fee_charged
Can I receive money in a different countries money?,receiving_money
I'm interested in what your exchange rates are based on.,exchange_rate
The refund isn't appearing in my account,Refund_not_showing_up
"I am in desperate need to transfer funds from another account that i have into this one, how do i do that?",transfer_into_account
"Is something wrong with my account, my balance didn't change after I transferred some money",balance_not_updated_after_bank_transfer
I put money in my account a week ago but its still not there?? What happened to my money?,balance_not_updated_after_cheque_or_cash_deposit
I noticed my exchange rate was incorrect when I got cash.,wrong_exchange_rate_for_cash_withdrawal
Can I have it by a certain date?,card_delivery_estimate
I can't get the top-up to work! What's going on here.,top_up_failed
I can't seem to be able to use my card,card_not_working
I don't have a way to prove my identity.,unable_to_verify_identity
Will I be able to top up by cheque?,top_up_by_cash_or_cheque
"I want to block my card or deactivate it or something, it's been stolen and I don't want it misused. I want this handled right away.",lost_or_stolen_card
I was not able to receive the correct amount of cash.,wrong_amount_of_cash_received
Why is my transfer more expensive than I thought?,transfer_fee_charged
"I transferred money, why was charged for an extra fee?",transfer_fee_charged
There is the same transaction showing more than once.,transaction_charged_twice
Can I change my PIN without going to a bank?,change_pin
How long do deposits take to appear? I've been waiting for more than a week and need the money!,balance_not_updated_after_cheque_or_cash_deposit
My top up did not complete.,pending_top_up
Are there still fees for european top-ups?,top_up_by_card_charge
I am not able to see the card PIN anywhere?,get_physical_card
what is this charge i didnt do it what can i do,direct_debit_payment_not_recognised
Can my 8 year old grandson open an account at the bank?,age_limit
I am very upset that i went to use my new card today and it kept getting declined. Why is this happening and what do I do to not have it declined?,declined_card_payment
How long will it take for my payment to go through?,pending_card_payment
Money was transferred to me and I am unable to see it,pending_transfer
Can you show me where to link the new card?,card_linking
"When is my balance going to update, I just transferred some money",balance_not_updated_after_bank_transfer
I just got my card and cannot get it to work.,activate_my_card
"My transfers keep on getting declined. My card was working fine up until now, however it has suddenly stopped working. Why is this?",declined_transfer
"I think someone saw my PIN and I am on vacation in Spain, can I change it locally at an ATM?",change_pin
What do I do to activate?,activate_my_card
"I am getting an error stating my transfer is not possible while transferring money. Let me know the issue as its the first time i am getting error, earlier it used to work.",beneficiary_not_allowed
Could I open an account for children?,age_limit
I requested a refund from Next because the dress I purchased had three arm holes. They said they sent the refund last Wednesday which is nearly a week ago and I still don't have it.  Why not?,Refund_not_showing_up
My transfer still says pending,pending_transfer
How do I transfer funds directly from my credit card?,topping_up_by_card
I don't think I was supposed to be charged so much.,transfer_fee_charged
I made a cash withdrawl and there is a charge.  What is this?,cash_withdrawal_charge
What is the process for activating my new card?,activate_my_card
Is it possible to dispute a debit payment from a couple of months ago.,direct_debit_payment_not_recognised
How long does it take to receive my card?,card_delivery_estimate
can i verify my identity i the app,verify_my_identity
"I don't understand what a disposable virtual card is, can you help?",get_disposable_virtual_card
Can I get an auto Top-up?,automatic_top_up
My transfer is pending too long.,balance_not_updated_after_bank_transfer
Why hasn't my payment shown up yet?,pending_card_payment
"Hi, is everything in good standing with my card? I am receiving multiple ""decline"" messages.",declined_card_payment
My identity verification isn't working,unable_to_verify_identity
Why is the exchange rate for my payment incorrect?,card_payment_wrong_exchange_rate
Why has my account balance not changed after depositing a cheque?,balance_not_updated_after_cheque_or_cash_deposit
Can I top up my account with a check?,top_up_by_cash_or_cheque
Where is my credit card that was to be mailed?,card_arrival
"I put cash in my account, but I don't see it.",balance_not_updated_after_cheque_or_cash_deposit
Why am I unable verify my id?,unable_to_verify_identity
I want a refund,request_refund
How can my new card be activated?,activate_my_card
I made a check and cash deposit that wasn't credited to my account.,balance_not_updated_after_cheque_or_cash_deposit
I recently deposited a cheque and cannot find the cash from it.,balance_not_updated_after_cheque_or_cash_deposit
I just transferred some money. Why was I charged a fee?,transfer_fee_charged
what is the matter?,direct_debit_payment_not_recognised
"HELP! I tried to get cash and it gave me some, but not the right amount!",wrong_amount_of_cash_received
My account shows I made a debit payment to someone that I can't recall and would like to find out who the payment was made to.,direct_debit_payment_not_recognised
Does it cost me to add cash?,top_up_by_bank_transfer_charge
Can I have a mastercard?,visa_or_mastercard
After looking at the app I noticed a couple of payments I know I did not make. Is it possible someone has accessed my card? What is actually going on?,card_payment_not_recognised
When will I be able to see the refund,Refund_not_showing_up
Could you send me and up date on the arrival of my card?,card_arrival
Will I be charged to top off my account?,top_up_by_bank_transfer_charge
Is ordering a new card from China available?,card_about_to_expire
Someone stole my wallet with my card in it while vacationing in Spain. I really need my card blocked and a new one ordered.,lost_or_stolen_card
Does it matter which card I use,visa_or_mastercard
i want to get a card but i live in the US,country_support
I tried to withdraw cash from your ATM but my transaction was cancelled.,declined_cash_withdrawal
"my card was refused, why?",declined_card_payment
"I looked at my statement, and there is a charge for 1£ that I don't recognize.  Why is it on there?",extra_charge_on_statement
"Hi, I'm in progress of purchasing a flat and am trying to make to make a payment.  An error is appearing, and I need assistance.",failed_transfer
I want to revert this mornings transaction.,cancel_transfer
Is there a pay structure for currency exchanges?,exchange_charge
I am trying to revert a transcation I did this morning,cancel_transfer
How long do I need to wait til my top up isn't pending?,pending_top_up
Does the exchange rate change?,exchange_rate
The app shows Direct Debit payments that I didn't make,direct_debit_payment_not_recognised
"i have tried everything to complete a transfer but can't, what should i do next",declined_transfer
Why was I charged $1 in a transaction?,extra_charge_on_statement
Why verify the top-ups?,verify_top_up
What is this direct debit in my statement?,direct_debit_payment_not_recognised
My app was on the phone and I was mugged.  What do I do?,lost_or_stolen_phone
There's a possibility that my card was compromised.,compromised_card
I haven't received my pin,get_physical_card
Please help me as my online payment is getting declined since yesterday while i am trying to purchase something online.,declined_transfer
Can I get an account for my daughter?,age_limit
When will my top up be approved?,pending_top_up
I am still waiting for a transfer I did,balance_not_updated_after_bank_transfer
I have a fee for cash withdrawal,cash_withdrawal_charge
I need to change details about my personal account.,edit_personal_details
I don't see the transaction I made to a friend on my account.,transfer_not_received_by_recipient
Why do I have a transaction showing multiple times?,transaction_charged_twice
Please give me both a visa and a mastercard.,visa_or_mastercard
I want to open an account for my child.,age_limit
My transfer failed to a beneficiary,beneficiary_not_allowed
How do I find out my source of funds?,verify_source_of_funds
Is it possible to link a new card?,card_linking
The amount of cash I received did not match the amount I requested,wrong_amount_of_cash_received
I tried to withdraw 40 pounds but only 20 came out. Did you steal my money?,wrong_amount_of_cash_received
How long does transfer from the US take?,transfer_timing
How do I link an existing card?,card_linking
Which fiat currencies do you currently support? Will this change in this future?,fiat_currency_support
What physical locations can I use cash to top up?,top_up_by_cash_or_cheque
How long will it take for my money to be deposited?,pending_top_up
How will I know where my funds are coming from?,verify_source_of_funds
I got less cash at the ATM than I asked for. Why?,wrong_amount_of_cash_received
What fiat currencies are used with holdings and exchanges?,fiat_currency_support
Why am I being a charged for using my card?,card_payment_fee_charged
help my money isnt showing up,balance_not_updated_after_bank_transfer
Can you please check the exchange rate when I was getting cash?,wrong_exchange_rate_for_cash_withdrawal
My app says that I'm not verified.,unable_to_verify_identity
When can I expect my transfer to reach my account?,transfer_timing
I need to cancel my recent transfer as soon as possible. I made an error there. Please help before it goes through.,cancel_transfer
Will I be charged an extra fee if I need to exchange currency?,exchange_charge
Is my new bank card on the way and is there a way to track it?,card_arrival
What does pending mean on a cash withdrawal?,pending_cash_withdrawal
"I have arranged a transfer, but no longer need to send it. How do I stop the transfer?",cancel_transfer
Should my top-up be completed by now?,pending_top_up
How long does it take for a refund to appear?,Refund_not_showing_up
My card needs to be topped up.,topping_up_by_card
"I think someone might have a copy of my card because a 500 dollar withdrawal was made, and it wasn't me. Can you please help?",cash_withdrawal_not_recognised
what are weekend rates for getting cash,wrong_exchange_rate_for_cash_withdrawal
Is there an issue with my account?  I don't see a cheque deposit that I made yesterday.  Please assist.,balance_not_updated_after_cheque_or_cash_deposit
I paid with card and I was charged a fee,card_payment_fee_charged
I moved and need to change my personal information.,edit_personal_details
My card payment wasn't accepted.,declined_card_payment
What is the extra fee that was added when I used the card?,card_payment_fee_charged
"How do I close my account, since I'm dissatisfied?",terminate_account
"I have a Visa and Mastercard, can I use these?",visa_or_mastercard
"Hello, i'd like to inform you of an issue i'm currently experiencing. The goods i have ordered from your website have still not arrived yet; it has been over 3 weeks. I would like to be issued a refund swiftly and be redirected to more competent people. Thank you for your assistance.",request_refund
I need several disposable cards made per day.,disposable_card_limits
There was an extra fee on my account when I got cash.,cash_withdrawal_charge
I need assistance with transferring funds to another account.,transfer_into_account
MY transfer has still not appeared.,balance_not_updated_after_bank_transfer
I have tried using my card for the first time at the ATM of Notting Hill to withdrawal cash but it didn't work. Does this mean my card isn't working?,declined_cash_withdrawal
Help!  There is a cash withdrawl on the account that I didn't make!,cash_withdrawal_not_recognised
I want to deposit my check to top up my account,top_up_by_cash_or_cheque
"I tried to top off using the card, but the money just disappeared?",topping_up_by_card
how do I link an old card?,card_linking
How do I know which payments I make will have additional fees? Where can I find this information online?,card_payment_fee_charged
I made an online purchase and the order has not shown up. Give me my money back.,request_refund
I need to get some Euros for my holiday. Am I able to exchange some of my money?,exchange_via_app
What is the function of the disposable cards?,get_disposable_virtual_card
Can I use my social security card as a form of identity?,verify_my_identity
Can my account me accessed by a thief?  I was mugged.,lost_or_stolen_phone
Will there be a charge when money is added to my account?,top_up_by_bank_transfer_charge
I made a transfer and they haven't received the money I sent them.,transfer_not_received_by_recipient
"Show me how to link the new card,",card_linking
Are there fees for adding money with an International card?,top_up_by_card_charge
Can I auto top if I'm low on funds?,automatic_top_up
who should i contact if my refund doesn't go through?,Refund_not_showing_up
wheres my money receipt,transfer_not_received_by_recipient
I have transfered to my account before but it is being declined now?,declined_transfer
where exactly does money come from,verify_source_of_funds
"I was using foreign currency at an ATM, but the rate was typed in wrong.",wrong_exchange_rate_for_cash_withdrawal
"Hey i need help urgently. I just realised I sent my payment to the wrong account number, there is a typo! Please cancel it immediately, I can't do it anymore from the app",cancel_transfer
Is there a tracking number for the card?,card_arrival
How can I change USD to GBP?,exchange_via_app
Do exchanges cost more?,exchange_charge
How long does it take for money to transfer as my balance hasn't been updated,balance_not_updated_after_bank_transfer
"I'm not sure why my payment has been declined? Please tell me why, I thought it was all good.",declined_card_payment
Reason for my card to decline,declined_card_payment
When will my transfer be in my account?,transfer_timing
Is there a charge for receiving money?,top_up_by_bank_transfer_charge
Are there any fees if I want to add money using an international card?,top_up_by_card_charge
Is it possible to get both Mastercard and Visa card from you?,visa_or_mastercard
which identity details are required,why_verify_identity
I purchased something abroad and the incorrect exchange rate was applied.,card_payment_wrong_exchange_rate
