query,context,response,label
"Which one of the following, Robert Greenwald or Jan Kounen, is the founder of Brave New Films?","Robert Greenwald (born August 28, 1943) is the founder of Brave New Films, a nonprofit film studio whose work is distributed for free in concert with nonprofit partners and movements in order to educate and mobilize for progressive causes.Jan Kounen (born Jan Coenen on 2 May 1964) is a Utrecht, Utrecht, Netherlands-born French film director and producer.",Jan Kounen is not the founder of Brave New Films.,0
Who developed hill resort in which First World Hotel & Plaza is located?,"First World Hotel and Plaza is a three-star hotel in Genting Highlands, Pahang, Malaysia.Genting Highlands (Malay: ""Tanah Tinggi Genting"" ), otherwise known as Resorts World Genting, is a hill resort located in Bentong, Pahang, Malaysia developed by Genting Group.",Genting Group,1
Who developed hill resort in which First World Hotel & Plaza is located?,"First World Hotel and Plaza is a three-star hotel in Genting Highlands, Pahang, Malaysia.Genting Highlands (Malay: ""Tanah Tinggi Genting"" ), otherwise known as Resorts World Genting, is a hill resort located in Bentong, Pahang, Malaysia developed by Genting Group.",The Malaysian government developed the hill resort.,0
"When a Man Falls in Love, is a 2013 South Korean television series, starring Song Seung-heon, Shin Se-kyung, Chae Jung-an, and which South Korean actor, born on ? ","When a Man Falls in Love () is a 2013 South Korean television series, starring Song Seung-heon, Shin Se-kyung, Chae Jung-an, and Yeon Woo-jin.Yeon Woo-jin (born Kim Bong-hoe on July 5, 1984) is a South Korean actor.","July 5, 1984",1
"When a Man Falls in Love, is a 2013 South Korean television series, starring Song Seung-heon, Shin Se-kyung, Chae Jung-an, and which South Korean actor, born on ? ","When a Man Falls in Love () is a 2013 South Korean television series, starring Song Seung-heon, Shin Se-kyung, Chae Jung-an, and Yeon Woo-jin.Yeon Woo-jin (born Kim Bong-hoe on July 5, 1984) is a South Korean actor.",The South Korean actor born in 1984 who starred in When a Man Falls in Love is named Kim Bong-hoe.,0
"Steven Ernest ""Steve"" Sailer is an American journalist, blogger, and movie critic, a columnist for which online magazine of politics and culture published by the Greek paleoconservative journalist and socialite Taki Theodoracopulos?","Steven Ernest ""Steve"" Sailer (born December 20, 1958) is an American journalist, blogger, and movie critic, a ""Taki's Magazine"" and VDARE.com columnist, and a former correspondent for UPI.Taki's Magazine, called ""Takimag"" for short, is an online magazine of politics and culture published by the Greek paleoconservative journalist and socialite Taki Theodoracopulos and edited by his daughter Mandolyna Theodoracopulos.",Taki's Magazine,1
"Steven Ernest ""Steve"" Sailer is an American journalist, blogger, and movie critic, a columnist for which online magazine of politics and culture published by the Greek paleoconservative journalist and socialite Taki Theodoracopulos?","Steven Ernest ""Steve"" Sailer (born December 20, 1958) is an American journalist, blogger, and movie critic, a ""Taki's Magazine"" and VDARE.com columnist, and a former correspondent for UPI.Taki's Magazine, called ""Takimag"" for short, is an online magazine of politics and culture published by the Greek paleoconservative journalist and socialite Taki Theodoracopulos and edited by his daughter Mandolyna Theodoracopulos.","Steven Ernest ""Steve"" Sailer is not a columnist for Taki's Magazine.",0
Are the rock bands 12 Stones and The Rubens both from America?,"12 Stones is an American Christian post-grunge band that was formed in 2000 in Mandeville, Louisiana.The Rubens are a five-piece alternative rock band originally from Menangle, New South Wales.",no,1
Are the rock bands 12 Stones and The Rubens both from America?,"12 Stones is an American Christian post-grunge band that was formed in 2000 in Mandeville, Louisiana.The Rubens are a five-piece alternative rock band originally from Menangle, New South Wales.",The Rubens is from America.,0
"Who is older, Sunye or Stephen Pearcy?","Min Sun-ye (Korean: 민선예, born August 12, 1989), also known as Sunye or Sun (stylized as SunYe), is a South Korean missionary and former singer and actress (on hiatus).Stephen Eric Pearcy (born July 3, 1956), known as Stephen Pearcy, is an American musician.",Stephen Pearcy,1
"Who is older, Sunye or Stephen Pearcy?","Min Sun-ye (Korean: 민선예, born August 12, 1989), also known as Sunye or Sun (stylized as SunYe), is a South Korean missionary and former singer and actress (on hiatus).Stephen Eric Pearcy (born July 3, 1956), known as Stephen Pearcy, is an American musician.",Sunye is older than Pearcy.,0
Which member of the girl group Miss A under JYP Entertainment also stars in the South Korean television drama While You Were Sleeping?,"While You Were Sleeping () is a South Korean television drama starring Lee Jong-suk, Bae Suzy, Lee Sang-yeob, Ko Sung-hee and Jung Hae-in. She is a member of the girl group miss A under JYP Entertainment .",Bae Suzy,1
Which member of the girl group Miss A under JYP Entertainment also stars in the South Korean television drama While You Were Sleeping?,"While You Were Sleeping () is a South Korean television drama starring Lee Jong-suk, Bae Suzy, Lee Sang-yeob, Ko Sung-hee and Jung Hae-in. She is a member of the girl group miss A under JYP Entertainment .",Jung Hae-in also stars in While You Were Sleeping.,0
"Macclesfield included a village and civil parish that's about 1.5 miles north of Macclesfield, and had a population of what at the 2001 census?"," It included the towns of Bollington, Knutsford, Macclesfield and Wilmslow and within its wider area the villages and hamlets of Adlington, Disley, Gawsworth, Kerridge, Pott Shrigley, Poynton, Prestbury, Rainow, Styal, Sutton and Tytherington.Prestbury is a village and civil parish in Cheshire, England. About 1.5 miles (3 km) north of Macclesfield, at the 2001 census, it had a population of 3,324, increasing slightly to 3,471 at the 2011 Census.","3,324",1
"Macclesfield included a village and civil parish that's about 1.5 miles north of Macclesfield, and had a population of what at the 2001 census?"," It included the towns of Bollington, Knutsford, Macclesfield and Wilmslow and within its wider area the villages and hamlets of Adlington, Disley, Gawsworth, Kerridge, Pott Shrigley, Poynton, Prestbury, Rainow, Styal, Sutton and Tytherington.Prestbury is a village and civil parish in Cheshire, England. About 1.5 miles (3 km) north of Macclesfield, at the 2001 census, it had a population of 3,324, increasing slightly to 3,471 at the 2011 Census.","The population of the village and civil parish was around 4,500 at the 2001 census, including Poynton and Tytherington.",0
What sport do both the 2017 EFL League One play-off Final and the 2017–18 EFL Championship have in common?,"The 2017 EFL League One play-off Final was a football match contested between Bradford City and Millwall.The 2017–18 EFL Championship (referred to as the Sky Bet Championship for sponsorship reasons) is the second season of the EFL Championship under its current name, and the twenty-sixth season under its current league structure.",football,1
What sport do both the 2017 EFL League One play-off Final and the 2017–18 EFL Championship have in common?,"The 2017 EFL League One play-off Final was a football match contested between Bradford City and Millwall.The 2017–18 EFL Championship (referred to as the Sky Bet Championship for sponsorship reasons) is the second season of the EFL Championship under its current name, and the twenty-sixth season under its current league structure.",rugby,0
"Which Canadian-American actress, born in 1954, stars in Where the Wild Things Are?"," The film stars Max Records and features the voices of James Gandolfini, Paul Dano, Lauren Ambrose, Forest Whitaker, Catherine O'Hara, and Chris Cooper.Catherine Anne O'Hara {'1': "", '2': "", '3': "", '4': ""} (born March 4, 1954) is a Canadian-American actress, writer, and comedian.",Catherine O'Hara,1
"Which Canadian-American actress, born in 1954, stars in Where the Wild Things Are?"," The film stars Max Records and features the voices of James Gandolfini, Paul Dano, Lauren Ambrose, Forest Whitaker, Catherine O'Hara, and Chris Cooper.Catherine Anne O'Hara {'1': "", '2': "", '3': "", '4': ""} (born March 4, 1954) is a Canadian-American actress, writer, and comedian.",The cast of Where the Wild Things Are includes Catherine O'Hara.,0
Dumb Flesh is the third album by whom?,"Dumb Flesh is the third studio album by the English experimental musician Blanck Mass, released on  11, 2015 (2015--) .Blanck Mass is a British electronic solo project by Benjamin John Power, one of the founding members of drone band Fuck Buttons.",Blanck Mass,1
Dumb Flesh is the third album by whom?,"Dumb Flesh is the third studio album by the English experimental musician Blanck Mass, released on  11, 2015 (2015--) .Blanck Mass is a British electronic solo project by Benjamin John Power, one of the founding members of drone band Fuck Buttons.",Dumb Flesh is the third album by John Power.,0
"The Toyota TF102 was the car with which the Toyota team competed in the 2002 Formula One season, the team's inaugural Championship campaign, as with the TF101, it was piloted during the season by Mika Salo and who?"," As with the TF101, it was piloted during the season by Mika Salo and Allan McNish.Mika Juhani Salo (born 30 November 1966) is a Finnish professional racing driver.",Allan McNish,1
"The Toyota TF102 was the car with which the Toyota team competed in the 2002 Formula One season, the team's inaugural Championship campaign, as with the TF101, it was piloted during the season by Mika Salo and who?"," As with the TF101, it was piloted during the season by Mika Salo and Allan McNish.Mika Juhani Salo (born 30 November 1966) is a Finnish professional racing driver.","As with the TF101, the Toyota TF102 was piloted during the season by Mika Salo and David Coulthard.",0
Who is the leader of the Network Italy faction within Popular Alternative?," Most of its members, including its long-time leader Roberto Formigoni, are members of the Catholic lay movement Communion and Liberation (CL).Popular Alternative (Italian: ""Alternativa Popolare"" , AP) is a centre-right and mainly Christian-democratic political party in Italy, founded on 18 March 2017, after the dissolution of New Centre-Right (NCD).",Roberto Formigoni,1
Who is the leader of the Network Italy faction within Popular Alternative?," Most of its members, including its long-time leader Roberto Formigoni, are members of the Catholic lay movement Communion and Liberation (CL).Popular Alternative (Italian: ""Alternativa Popolare"" , AP) is a centre-right and mainly Christian-democratic political party in Italy, founded on 18 March 2017, after the dissolution of New Centre-Right (NCD).",The leader of Network Italy is not disclosed.,0
"Which rocket propelled weapon, sometimes referred to as the ""Stovepipe,"" did Colonel Leslie Alfred Skinner help develop?"," He played a leading role in the development of several rocket propelled weapons during World War II, notably the first shoulder-fired missile system, the Bazooka. Also referred to as the ""Stovepipe"", the innovative bazooka was among the first generation of rocket-propelled anti-tank weapons used in infantry combat.",Bazooka,1
"Which rocket propelled weapon, sometimes referred to as the ""Stovepipe,"" did Colonel Leslie Alfred Skinner help develop?"," He played a leading role in the development of several rocket propelled weapons during World War II, notably the first shoulder-fired missile system, the Bazooka. Also referred to as the ""Stovepipe"", the innovative bazooka was among the first generation of rocket-propelled anti-tank weapons used in infantry combat.",Colonel Skinner developed a stove.,0
Are both Melvin Frank and Justin David Swibel a filmmaker?,"Melvin Frank (13 August 1913 in Chicago, Illinois – 13 October 1988 in Los Angeles, California) was an American screenwriter, film producer and film director.Justin David Swibel (born April 1, 1983) is an American screenwriter, director, and producer.",yes,1
Are both Melvin Frank and Justin David Swibel a filmmaker?,"Melvin Frank (13 August 1913 in Chicago, Illinois – 13 October 1988 in Los Angeles, California) was an American screenwriter, film producer and film director.Justin David Swibel (born April 1, 1983) is an American screenwriter, director, and producer.",Frank and Swibel both directed films.,0
Where was the actress who starred in Trishna with Riz Ahmed born?,"Trishna is a 2011 British-Swedish-Indian drama film, written and directed by Michael Winterbottom, and starring Freida Pinto and Riz Ahmed. She was born and raised in Mumbai, India, and decided when she was young that she would become an actress.","Mumbai, India",1
Where was the actress who starred in Trishna with Riz Ahmed born?,"Trishna is a 2011 British-Swedish-Indian drama film, written and directed by Michael Winterbottom, and starring Freida Pinto and Riz Ahmed. She was born and raised in Mumbai, India, and decided when she was young that she would become an actress.","Trishna actress was born in Delhi, India.",0
"Twister and Squatter, are what type of entertainment?","Twister is a game of physical skill, produced by Milton Bradley Company and Winning Moves, that has been inducted into the American National Toy Hall of Fame.Squatter is a board game that was launched at the Royal Melbourne Show in 1962, invented by Robert Crofton Lloyd.",game,1
"Twister and Squatter, are what type of entertainment?","Twister is a game of physical skill, produced by Milton Bradley Company and Winning Moves, that has been inducted into the American National Toy Hall of Fame.Squatter is a board game that was launched at the Royal Melbourne Show in 1962, invented by Robert Crofton Lloyd.",Twister and Squatter are both physical activities.,0
What occupation do Beth Gibbons and Han Seung-yeon share?,"Beth Gibbons (born 4 January 1965) is an English singer and songwriter.Han Seung-yeon (born July 24, 1988), better known mononymously as Seungyeon, is a South Korean singer and actress.",singer,1
What occupation do Beth Gibbons and Han Seung-yeon share?,"Beth Gibbons (born 4 January 1965) is an English singer and songwriter.Han Seung-yeon (born July 24, 1988), better known mononymously as Seungyeon, is a South Korean singer and actress.",Beth Gibbons and Han Seung-yeon are both performers.,0
Which  equestrian weekly magazine of the United Kingdom is Mark Phillips a columnist in ," He remains a leading figure in British equestrian circles, a noted eventing course designer, and a columnist in ""Horse & Hound"" magazine.Horse & Hound is the oldest equestrian weekly magazine of the United Kingdom.",Horse & Hound,1
Which  equestrian weekly magazine of the United Kingdom is Mark Phillips a columnist in ," He remains a leading figure in British equestrian circles, a noted eventing course designer, and a columnist in ""Horse & Hound"" magazine.Horse & Hound is the oldest equestrian weekly magazine of the United Kingdom.","Mark Phillips is a columnist in ""Horse & Rider"" magazine.",0
"In what year was ""Deja Vu"", the fourth single from Post Malone's debut album, released?"," It served as the fourth single from his debut studio album, ""Stoney"". It was released on December 9, 2016, by Republic Records.",2016,1
"In what year was ""Deja Vu"", the fourth single from Post Malone's debut album, released?"," It served as the fourth single from his debut studio album, ""Stoney"". It was released on December 9, 2016, by Republic Records.","""Deja Vu"" was actually released in 2017.",0
How many caps for England did Lee Devonshire's son win ?," His son, Alan Devonshire, was capped by England. Devonshire won eight caps for England between 1980 and 1983.",eight,1
How many caps for England did Lee Devonshire's son win ?," His son, Alan Devonshire, was capped by England. Devonshire won eight caps for England between 1980 and 1983.",Nine,0
"Which actress who starred in ""About Last Night..."" endorsed the Werewolf Diet?"," Celebrities that have endorsed the diet include Demi Moore and Madonna. Her first film to become both a critical and commercial hit was ""About Last Night..."" (1986), which established her as a Hollywood star.",Demi Moore,1
"Which actress who starred in ""About Last Night..."" endorsed the Werewolf Diet?"," Celebrities that have endorsed the diet include Demi Moore and Madonna. Her first film to become both a critical and commercial hit was ""About Last Night..."" (1986), which established her as a Hollywood star.","The actress who starred in ""About Last Night..."" endorsed the Werewolf Diet is Angelina Jolie.",0
Which English-language Spanish supernatural drama horror film did Andrés Muschietti directed ,"Andrés Muschietti (] ;; born 26 August 1973), usually credited as Andy Muschietti, is an Argentine film director and screenwriter, best known for directing the 2013 horror film ""Mama"" and the 2017 adaptation of Stephen King's ""It"".Mama is a 2013 English-language Spanish supernatural drama horror film directed and co-written by Andy Muschietti and based on his 2008 Argentine short film ""Mamá"".",Mama,1
Which English-language Spanish supernatural drama horror film did Andrés Muschietti directed ,"Andrés Muschietti (] ;; born 26 August 1973), usually credited as Andy Muschietti, is an Argentine film director and screenwriter, best known for directing the 2013 horror film ""Mama"" and the 2017 adaptation of Stephen King's ""It"".Mama is a 2013 English-language Spanish supernatural drama horror film directed and co-written by Andy Muschietti and based on his 2008 Argentine short film ""Mamá"".",Andrés Muschietti directed The Conjuring.,0
Who produced the 1984 British biographical drama film about the Khmer Rouge that was directed by the same person that directed You and I?,"You and I (Russian: Ты и я ; also known by its working title, Finding t.A.T.u.) is a 2011 drama-film directed by Roland Joffé, an English-French film director who is known for his Oscar nominated movies ""The Killing Fields"" and ""The Mission"", depicting a fictionalised version of real events adapted from the novel ""t.A.T.u. Come Back"". It was directed by Roland Joffé and produced by David Puttnam for his company Goldcrest Films.",David Puttnam,1
Who produced the 1984 British biographical drama film about the Khmer Rouge that was directed by the same person that directed You and I?,"You and I (Russian: Ты и я ; also known by its working title, Finding t.A.T.u.) is a 2011 drama-film directed by Roland Joffé, an English-French film director who is known for his Oscar nominated movies ""The Killing Fields"" and ""The Mission"", depicting a fictionalised version of real events adapted from the novel ""t.A.T.u. Come Back"". It was directed by Roland Joffé and produced by David Puttnam for his company Goldcrest Films.",Goldcrest Films also produced it.,0
"Mill Race was a log flume ride that operated between 1963 and 1993 at the Cedar Point amusement park in Sandusky, Ohio,Mill Race was ultimately removed from the park in 1993 to prepare for the opening of Raptor, in which year?"," Mill Race was ultimately removed from the park in 1993 to prepare for the opening of Raptor in 1994.Raptor is a steel inverted roller coaster designed by Bolliger & Mabillard at Cedar Point in Sandusky, Ohio, United States.",1994,1
"Mill Race was a log flume ride that operated between 1963 and 1993 at the Cedar Point amusement park in Sandusky, Ohio,Mill Race was ultimately removed from the park in 1993 to prepare for the opening of Raptor, in which year?"," Mill Race was ultimately removed from the park in 1993 to prepare for the opening of Raptor in 1994.Raptor is a steel inverted roller coaster designed by Bolliger & Mabillard at Cedar Point in Sandusky, Ohio, United States.",Mill Race was removed in 1991.,0
"What team did Darrelle Revis play for, two years after he was drafted?"," The New York Jets were represented at the 2010 Pro Bowl by Darrelle Revis, Nick Mangold, Shaun Ellis, D’Brickashaw Ferguson, and Alan Faneca. He played college football for the University of Pittsburgh and was drafted in the first round (14th overall) by the New York Jets in the 2007 NFL Draft.",The New York Jets,1
"What team did Darrelle Revis play for, two years after he was drafted?"," The New York Jets were represented at the 2010 Pro Bowl by Darrelle Revis, Nick Mangold, Shaun Ellis, D’Brickashaw Ferguson, and Alan Faneca. He played college football for the University of Pittsburgh and was drafted in the first round (14th overall) by the New York Jets in the 2007 NFL Draft.",Darrelle Revis played for the Pittsburgh Steelers.,0
Which Italian former footballer scored in the 4-0 AC Milan win against Barcelona in the Final of the UEFA Champions league ?,"FC Barcelona had one of its most successful seasons in the club's history, retaining the domestic league supremacy and reaching the final of the UEFA Champions League; however they collapsed 0-4 against AC Milan (goals from Daniele Massaro, Dejan Savićević and Marcel Desailly).Daniele Emilio Massaro (born 23 May 1961) is an Italian former footballer, who played as a forward.",Daniele Massaro,1
Which Italian former footballer scored in the 4-0 AC Milan win against Barcelona in the Final of the UEFA Champions league ?,"FC Barcelona had one of its most successful seasons in the club's history, retaining the domestic league supremacy and reaching the final of the UEFA Champions League; however they collapsed 0-4 against AC Milan (goals from Daniele Massaro, Dejan Savićević and Marcel Desailly).Daniele Emilio Massaro (born 23 May 1961) is an Italian former footballer, who played as a forward.",Daniele Massaro scored two goals.,0
What professor of philosophy at Southeastern Louisiana University use Nick Matzke's research during the 2005 Kitzmiller v. Dover Area School District trial?,"Nicholas J. Matzke is the former Public Information Project Director at the National Center for Science Education (NCSE) and served an instrumental role in NCSE's preparation for the 2005 Kitzmiller v. Dover Area School District trial. This became a key component of Barbara Forrest's testimony.Barbara Carroll Forrest is a professor of philosophy at Southeastern Louisiana University in Hammond, Louisiana.",Barbara Forrest,1
What professor of philosophy at Southeastern Louisiana University use Nick Matzke's research during the 2005 Kitzmiller v. Dover Area School District trial?,"Nicholas J. Matzke is the former Public Information Project Director at the National Center for Science Education (NCSE) and served an instrumental role in NCSE's preparation for the 2005 Kitzmiller v. Dover Area School District trial. This became a key component of Barbara Forrest's testimony.Barbara Carroll Forrest is a professor of philosophy at Southeastern Louisiana University in Hammond, Louisiana.",Nick Matzke used Barbara Forrest's research.,0
The team captain of the 2008–09 Chicago Blackhawks season was born in what year?," Prior to the start of the season, the Blackhawks announced that 20-year-old center Jonathan Toews would serve as the team's captain for the 2008–09 season, thus making him the 3rd-youngest player to earn that distinction in the NHL.Jonathan Bryan Toews, {'1': "", '2': "", '3': "", '4': ""} ( ; born April 29, 1988) is a Canadian professional ice hockey centre who currently serves as captain of the Chicago Blackhawks of the National Hockey League (NHL).",1988,1
The team captain of the 2008–09 Chicago Blackhawks season was born in what year?," Prior to the start of the season, the Blackhawks announced that 20-year-old center Jonathan Toews would serve as the team's captain for the 2008–09 season, thus making him the 3rd-youngest player to earn that distinction in the NHL.Jonathan Bryan Toews, {'1': "", '2': "", '3': "", '4': ""} ( ; born April 29, 1988) is a Canadian professional ice hockey centre who currently serves as captain of the Chicago Blackhawks of the National Hockey League (NHL).",Jonathan Toews was born in 1990.,0
What job do both Herbert Selpin and Liliana Cavani have?,Herbert Selpin (29 May 1904 – 1 August 1942) was a German film director and screenwriter of light entertainment during the 1930s and 1940s.Liliana Cavani (born 12 January 1933) is an Italian film director and screenwriter.,film director and screenwriter,1
What job do both Herbert Selpin and Liliana Cavani have?,Herbert Selpin (29 May 1904 – 1 August 1942) was a German film director and screenwriter of light entertainment during the 1930s and 1940s.Liliana Cavani (born 12 January 1933) is an Italian film director and screenwriter.,Herbert Selpin and Liliana Cavani both had a career in filmmaking.,0
American Drag racer Antron Brown has been known to compete in championships reaching what speed?," He is known for winning the 2012, 2015 and 2016 Top Fuel championships.Top Fuel dragsters are the quickest accelerating racing cars in the world and the fastest sanctioned category of drag racers, with the fastest competitors reaching speeds of 335 mph and finishing the 1000 foot runs in 3.64 seconds.",335 mph,1
American Drag racer Antron Brown has been known to compete in championships reaching what speed?," He is known for winning the 2012, 2015 and 2016 Top Fuel championships.Top Fuel dragsters are the quickest accelerating racing cars in the world and the fastest sanctioned category of drag racers, with the fastest competitors reaching speeds of 335 mph and finishing the 1000 foot runs in 3.64 seconds.",Antron Brown has won three championships but the speed he reaches is unknown.,0
"Joyner Lucas (born August 17, 1988), is an American rapper from Worcester, Massachusetts currently signed to Atlantic Records, he released his fourth mixtape and first on a major label, on June 16, 2017, by Atlantic Records, titled what?"," In 2017, he released his fourth mixtape (and first on a major label), ""508-507-2209"".508-507-2209 is a mixtape by American rapper Joyner Lucas.",508-507-2209,1
"Joyner Lucas (born August 17, 1988), is an American rapper from Worcester, Massachusetts currently signed to Atlantic Records, he released his fourth mixtape and first on a major label, on June 16, 2017, by Atlantic Records, titled what?"," In 2017, he released his fourth mixtape (and first on a major label), ""508-507-2209"".508-507-2209 is a mixtape by American rapper Joyner Lucas.","The mixtape was titled ""Lucas Joyner"".",0
"Ivano Bonetti (born 1 August 1964 in Brescia) is an Italian football manager and former midfielder, he appeared for the English club, Grimsby Town Football Club is a professional football club based in the town of Cleethorpes, Lincolnshire, England, that competes in what?"," He made appearances for several clubs in Italy in both Serie A and Serie B and also appeared for English clubs Grimsby Town and Crystal Palace.Grimsby Town Football Club is a professional football club based in the town of Cleethorpes, Lincolnshire, England, that competes in League Two, the fourth-highest division overall in the English football league system.",League Two,1
"Ivano Bonetti (born 1 August 1964 in Brescia) is an Italian football manager and former midfielder, he appeared for the English club, Grimsby Town Football Club is a professional football club based in the town of Cleethorpes, Lincolnshire, England, that competes in what?"," He made appearances for several clubs in Italy in both Serie A and Serie B and also appeared for English clubs Grimsby Town and Crystal Palace.Grimsby Town Football Club is a professional football club based in the town of Cleethorpes, Lincolnshire, England, that competes in League Two, the fourth-highest division overall in the English football league system.","Grimsby Town Football Club is a professional football club based in the town of Cleethorpes, Lincolnshire, England, that competes in the English Premier League.",0
What is the title of the book that documents the involvement of the president of the BioProducts Division at Archer Daniels Midland in a conspiracy case?,"The Informant is a nonfiction white-collar crime book written by journalist Kurt Eichenwald and published in 2000 by Random House. It documents the mid-1990s lysine price-fixing conspiracy case and the involvement of Archer Daniels Midland executive Mark Whitacre, inspiring a film adaptation starring Matt Damon as Whitacre.Mark Edward Whitacre (born May 1, 1957) came to public attention in 1995 when, as president of the BioProducts Division at Archer Daniels Midland (ADM) based in Decatur, Illinois, he was the highest-level corporate executive in U.S. history to become a Federal Bureau of Investigation (FBI) whistleblower.",The Informant,1
What is the title of the book that documents the involvement of the president of the BioProducts Division at Archer Daniels Midland in a conspiracy case?,"The Informant is a nonfiction white-collar crime book written by journalist Kurt Eichenwald and published in 2000 by Random House. It documents the mid-1990s lysine price-fixing conspiracy case and the involvement of Archer Daniels Midland executive Mark Whitacre, inspiring a film adaptation starring Matt Damon as Whitacre.Mark Edward Whitacre (born May 1, 1957) came to public attention in 1995 when, as president of the BioProducts Division at Archer Daniels Midland (ADM) based in Decatur, Illinois, he was the highest-level corporate executive in U.S. history to become a Federal Bureau of Investigation (FBI) whistleblower.",The Insider,0
"Are Danyang, Jiangsu and Dongfang, Hainan both cities in China?","Danyang () is a county-level city under the administration of Zhenjiang, Jiangsu province, China.Dōngfāng () is one of the seven county-level cities of Hainan province, China.",yes,1
"Are Danyang, Jiangsu and Dongfang, Hainan both cities in China?","Danyang () is a county-level city under the administration of Zhenjiang, Jiangsu province, China.Dōngfāng () is one of the seven county-level cities of Hainan province, China.","Danyang and Dongfang are cities, but not in China.",0
"Who contributed to more Disney films, Claire Keane or her father Glen Keane?","Claire Keane (born March 1, 1979) is an illustrator and visual development artist who contributed to the Disney films ""Enchanted"", ""Tangled"", ""Wreck-It Ralph"" and ""Frozen"". She is the daughter of Disney animator Glen Keane and the granddaughter of cartoonist Bil Keane, creator of the comic strip, ""The Family Circus"".Glen Keane (born April 13, 1954) is an American animator, author and illustrator. Keane is best known for his character animation at Walt Disney Animation Studios for feature films including ""The Little Mermaid"", ""Beauty and the Beast"", ""Aladdin"", ""Pocahontas"", ""Tarzan"" and ""Tangled"".",Glen Keane,1
"Who contributed to more Disney films, Claire Keane or her father Glen Keane?","Claire Keane (born March 1, 1979) is an illustrator and visual development artist who contributed to the Disney films ""Enchanted"", ""Tangled"", ""Wreck-It Ralph"" and ""Frozen"". She is the daughter of Disney animator Glen Keane and the granddaughter of cartoonist Bil Keane, creator of the comic strip, ""The Family Circus"".Glen Keane (born April 13, 1954) is an American animator, author and illustrator. Keane is best known for his character animation at Walt Disney Animation Studios for feature films including ""The Little Mermaid"", ""Beauty and the Beast"", ""Aladdin"", ""Pocahontas"", ""Tarzan"" and ""Tangled"".",Claire Keane is also a contributor.,0
"Kavana is the debut studio album by British singer-songwriter Kavana, she was discovered by Take That's, Manchester-based English musical band manager, named what?"," Kavana was discovered by Take That's manager Nigel Martin-Smith, and was subsequently signed to his label in early 1996.Nigel Martin-Smith is a Manchester-based English musical band manager.",Nigel Martin-Smith,1
"Kavana is the debut studio album by British singer-songwriter Kavana, she was discovered by Take That's, Manchester-based English musical band manager, named what?"," Kavana was discovered by Take That's manager Nigel Martin-Smith, and was subsequently signed to his label in early 1996.Nigel Martin-Smith is a Manchester-based English musical band manager.",Kavana was discovered by Take That's Manchester-based band manager.,0
 The 1983 Masters Tournament was held at a golf club founded by what two men?,"The 1983 Masters Tournament was the 47th Masters Tournament, held April 7–11 at Augusta National Golf Club in Augusta, Georgia. Founded by Bobby Jones and Clifford Roberts on the site of the former Fruitland (later Fruitlands) Nursery, the course was designed by Jones and Alister MacKenzie and opened for play in January 1933.",Bobby Jones and Clifford Roberts,1
 The 1983 Masters Tournament was held at a golf club founded by what two men?,"The 1983 Masters Tournament was the 47th Masters Tournament, held April 7–11 at Augusta National Golf Club in Augusta, Georgia. Founded by Bobby Jones and Clifford Roberts on the site of the former Fruitland (later Fruitlands) Nursery, the course was designed by Jones and Alister MacKenzie and opened for play in January 1933.",Alister MacKenzie and Clifford Roberts.,0
Which band 3 Doors Down or Throwing Muses was formed first ?,"3 Doors Down is an American rock band from Escatawpa, Mississippi, that formed in 1996.Throwing Muses is an alternative rock band formed in 1981 in Newport, Rhode Island, that toured and recorded extensively until 1997, when its members began concentrating more on other projects.",Throwing Muses,1
Which band 3 Doors Down or Throwing Muses was formed first ?,"3 Doors Down is an American rock band from Escatawpa, Mississippi, that formed in 1996.Throwing Muses is an alternative rock band formed in 1981 in Newport, Rhode Island, that toured and recorded extensively until 1997, when its members began concentrating more on other projects.",3 Doors Down was formed first.,0
"Hunter Mountain is the second highest peak in the Catskills, in the south east area of which U.S. State?","The Hunter Mountain Fire Tower is located on the summit of the eponymous mountain, second highest of the Catskill Mountains in the U.S. state of New York.The Catskill Mountains, also known as the Catskills, are a large area in the southeastern portion of the U.S. state of New York.",New York,1
"Hunter Mountain is the second highest peak in the Catskills, in the south east area of which U.S. State?","The Hunter Mountain Fire Tower is located on the summit of the eponymous mountain, second highest of the Catskill Mountains in the U.S. state of New York.The Catskill Mountains, also known as the Catskills, are a large area in the southeastern portion of the U.S. state of New York.","Hunter Mountain is the highest peak in the Catskills, located in the western part of New York.",0
"When was the company that published Casey Rae's book, Music Copyright in Practice: An Authoritative Guide, founded ? "," A second nonfiction work, ""Music Copyright in Practice: An Authoritative Guide"" is published by Rowman & Littlefield in 2018.Rowman & Littlefield Publishing Group is an independent publishing house founded in 1949.",1949,1
"When was the company that published Casey Rae's book, Music Copyright in Practice: An Authoritative Guide, founded ? "," A second nonfiction work, ""Music Copyright in Practice: An Authoritative Guide"" is published by Rowman & Littlefield in 2018.Rowman & Littlefield Publishing Group is an independent publishing house founded in 1949.","The publishing house that published Casey Rae's book, Music Copyright in Practice: An Authoritative Guide, was founded in the early 1950s.",0
