query,context,response,label
Is it possible to top-up automatically?,"### Automatic Top-Up Feature

Yes, you can easily set up an automatic top-up for your accounts with us. Our automatic top-up feature allows you to maintain your desired balance effortlessly, ensuring you have sufficient funds for your everyday transactions. 

To activate this service, simply log into your online banking account or mobile banking app. Navigate to the ""Payments"" or ""Transfers"" section and select ""Automatic Top-Up."" From there, you can choose the account you wish to top up and specify the amount and frequency of the top-ups—options include daily, weekly, or monthly intervals. 

Please note that you must have a linked transaction account with us to initiate automatic top-ups. If your balance falls below your specified threshold, the top-up will be triggered to maintain your desired amount. 

You can review or modify your automatic top-up settings at any time through your online banking portal. If you have any questions or require assistance, our customer service team is available to help you set this up or address any concerns you may have. 

For further details on managing your accounts and utilizing our banking features, please refer to our comprehensive guides available in the Help section.","Yes, you can set up an automatic top-up for your accounts. To activate this service, log into your online banking account or mobile banking app, go to the ""Payments"" or ""Transfers"" section, and select ""Automatic Top-Up."" You can then choose the account, specify the amount, and set the frequency of the top-ups. Make sure you have a linked transaction account with us to initiate automatic top-ups. You can review or modify your settings anytime through your online banking portal. If you need assistance, our customer service team is available to help.",PASS
My phone was stolen! What do I need to do?,"### What to Do If Your Phone is Stolen

If your phone has been stolen, it’s crucial to act quickly to protect your banking information and personal details. Here are the steps you should follow:

1. **Lock Your Phone**: If possible, use a remote locking feature (such as Find My iPhone or Find My Device for Android) to secure your phone and prevent unauthorized access.

2. **Contact Your Bank**: Immediately notify us of the theft by calling our customer service line. We can help monitor your accounts for any suspicious activity and guide you on securing your banking services.

3. **Change Your Passwords**: Update your online banking password and any other sensitive accounts that were accessible via your phone. This includes email and social media accounts.

4. **Report the Theft**: File a report with your local police and obtain a copy of the report. This may be required for insurance claims.

5. **Consider Freezing Your Accounts**: If you suspect any fraudulent activity, we recommend freezing or temporarily suspending your accounts until you have taken the necessary precautions.

6. **Monitor Your Accounts**: Regularly check your bank statements and transaction history for any unauthorized transactions. Report any suspicious activity to us immediately.

For further assistance, please visit our website or contact our support team. We're here to help you through this process.","If your phone has been stolen, please follow these steps to protect your banking information and personal details:

1. **Lock Your Phone**: Use a remote locking feature like Find My iPhone or Find My Device for Android to secure your phone and prevent unauthorized access.

2. **Contact Your Bank**: Call our customer service line immediately to notify us of the theft. We can help monitor your accounts for any suspicious activity and guide you on securing your banking services.

3. **Change Your Passwords**: Update your online banking password and any other sensitive accounts that were accessible via your phone, including email and social media accounts.

4. **Report the Theft**: File a report with your local police and obtain a copy of the report, as it may be required for insurance claims.

5. **Consider Freezing Your Accounts**: If you suspect any fraudulent activity, consider freezing or temporarily suspending your accounts until you have taken the necessary precautions.

6. **Monitor Your Accounts**: Regularly check your bank statements and transaction history for any unauthorized transactions. Report any suspicious activity to us immediately.

For further assistance, please visit our website or contact our support team. We're here to help you through this process.",PASS
Can you please explain how bank transfers work?,"**How Bank Transfers Work**

Bank transfers are a convenient way to move funds between accounts, whether within the same bank or to a different financial institution. In Australia, there are several methods for making bank transfers, including:

1. **Osko Payments**: This real-time payment service allows you to send and receive money instantly, 24/7, using just a mobile number, email address, or BSB and account number. Most major banks support Osko, making it a quick and easy option for everyday transactions.

2. **BPAY**: Ideal for paying bills, BPAY enables you to transfer money directly from your bank account to registered billers using a unique reference number. Simply log in to your online banking or mobile app to complete the transaction.

3. **International Transfers**: If you need to send money overseas, our international transfer service allows you to convert your funds into foreign currency and send them to an overseas bank account. Please note that this may take a few business days and can incur fees.

To initiate a transfer, log in to your online banking account or mobile app, select the 'Transfer' option, and follow the prompts to complete your transaction. Ensure you have the correct account details to avoid any delays. For any further assistance, please contact our customer service team or visit your nearest branch.","Bank transfers allow you to move funds between accounts, either within the same bank or to a different financial institution. In Australia, you can use several methods for bank transfers:

1. **Osko Payments**: This service lets you send and receive money instantly, 24/7, using a mobile number, email address, or BSB and account number. It's supported by most major banks.

2. **BPAY**: This is used for paying bills by transferring money directly from your bank account to registered billers with a unique reference number.

3. **International Transfers**: This service allows you to send money overseas by converting your funds into foreign currency. It may take a few business days and can incur fees.

To initiate a transfer, log in to your online banking account or mobile app, select the 'Transfer' option, and follow the prompts. Make sure you have the correct account details to avoid delays. For further assistance, contact customer service or visit a branch.",PASS
It seems I need to get information on limits for top-ups.,"**Top-Up Limits: Frequently Asked Questions**

At [Your Bank Name], we understand that managing your account effectively is essential for your financial needs. Below is important information regarding top-up limits for our banking products.

**What are Top-Up Limits?**  
Top-up limits refer to the maximum amount you can add to your account or reload onto a prepaid card within a specific timeframe, such as daily or monthly limits. These limits are in place to ensure the security and integrity of your transactions.

**How to Check Your Top-Up Limits**  
To check your specific top-up limits, log in to your online banking account or mobile app. Navigate to the 'Account Services' section, where you can view your current top-up thresholds for various products, including debit cards, prepaid accounts, and savings accounts.

**Daily and Monthly Limits**  
Typically, for debit cards, the daily top-up limit is set at AUD 1,000, while prepaid cards may have a lower daily limit of AUD 500. Monthly limits can vary based on your account type and transaction history. If you need to increase your limits, please contact our Customer Support team.

For more information or assistance regarding your account limits, please visit our Contact Us page or call our customer service hotline. We are here to help you manage your banking experience with ease.","To get information on your top-up limits, please log in to your online banking account or mobile app. Once logged in, navigate to the 'Account Services' section, where you can view your current top-up thresholds for various products, including debit cards, prepaid accounts, and savings accounts. If you need further assistance or wish to increase your limits, please contact our Customer Support team.",PASS
I want to close my account & I will never do business with you again.,"**Closing Your Account**

We understand that your banking needs may change over time, and we’re here to assist you with the account closure process. If you have decided to close your account with us, please follow these steps:

1. **Review Your Account Balance**: Ensure that your account has a zero balance. Please withdraw any remaining funds or transfer them to another account before proceeding.

2. **Settle Outstanding Transactions**: Make sure all pending transactions, including direct debits and scheduled payments, have cleared. This will help avoid any complications during the closure process.

3. **Contact Us**: To formally close your account, please get in touch with our Customer Service team. You can reach us via phone at [insert phone number] or by visiting your nearest branch. For security purposes, you may need to verify your identity.

4. **Confirm Closure**: Once your account has been closed, you will receive a confirmation via email or mail. Please keep this for your records.

Please note that closing your account may impact any linked services or products, such as credit cards or loans. If you have any questions or require further assistance, our Customer Service representatives are ready to help.

Thank you for your past business, and we wish you all the best in your future banking endeavors.","We understand your decision to close your account, and we're here to assist you with the process. Please follow these steps:

1. Ensure your account has a zero balance by withdrawing or transferring any remaining funds.
2. Settle any outstanding transactions, including direct debits and scheduled payments.
3. Contact our Customer Service team to formally close your account. You can reach us via phone or by visiting your nearest branch. Please be prepared to verify your identity for security purposes.
4. After your account is closed, you will receive a confirmation via email or mail. Please keep this for your records.

If you have any questions or need further assistance, our Customer Service representatives are ready to help. Thank you for your past business, and we wish you all the best in your future banking endeavors.",PASS
My cash withdrawal isnt showing on my account,"**Pending Cash Withdrawal: Understanding Your Account Activity**

If you've made a cash withdrawal and it isn't showing on your account, it may be due to the transaction being in a pending status. When you withdraw cash from an ATM or at a branch, the transaction may not appear immediately on your online banking or mobile app until it has been fully processed.

Here are a few reasons why your cash withdrawal might not yet be reflected in your account balance:

1. **Processing Time**: Withdrawals typically take a few moments to process. Depending on the ATM or branch you've used, the transaction may be recorded in a pending state, which means it will show up on your account shortly.

2. **Banking Hours**: If the withdrawal was made outside of standard banking hours, it may not be processed until the next business day.

3. **Transaction Limits**: Ensure that your withdrawal does not exceed your daily limit, as this could affect the visibility of the transaction.

4. **Technical Issues**: Occasionally, system maintenance or technical issues may delay the update of your account information.

If your withdrawal does not appear after a reasonable time, please contact our Customer Service team for assistance. You can reach us through the secure messaging feature in your online banking or by calling our support hotline. We’re here to help you every step of the way!","If your cash withdrawal isn't showing on your account, it might be due to the transaction being in a pending status. Withdrawals can take a few moments to process, and if made outside of standard banking hours, they may not be processed until the next business day. Additionally, ensure that your withdrawal does not exceed your daily limit, as this could affect its visibility. Occasionally, technical issues may also delay the update of your account information. If the withdrawal does not appear after a reasonable time, please contact our Customer Service team for assistance through the secure messaging feature in your online banking or by calling our support hotline.",PASS
My card payment has the wrong exchange rate,"**Understanding Exchange Rates for Card Payments**

If you believe that your card payment has been processed at the wrong exchange rate, we want to help clarify how exchange rates work when using your card overseas or for international transactions.

When you make a purchase in a foreign currency, the amount is converted to Australian dollars (AUD) using the prevailing exchange rate at the time of the transaction. This rate can vary based on several factors, including market fluctuations and the card network (e.g., Visa or Mastercard) used to process the payment.

**What to Consider:**

1. **Dynamic Currency Conversion (DCC):** Some merchants may offer the option to charge your card in AUD instead of the local currency. This may lead to a different exchange rate, typically less favorable than what your bank might provide. We recommend always choosing to pay in the local currency for the best exchange rates.

2. **Fees and Charges:** Depending on your card type, an international transaction fee may apply. This fee is outlined in your card's terms and conditions.

3. **Rate Confirmation:** The exchange rate applied to your transaction can be verified on your account statement. If you suspect an error, please contact our customer service team with the details of the transaction for further investigation.

For any other inquiries or assistance, feel free to reach out to our support team or visit your nearest branch. We're here to assist you!","If you believe your card payment was processed at the wrong exchange rate, please check your account statement to verify the exchange rate applied to your transaction. Keep in mind that exchange rates can vary due to market fluctuations and the card network used. If you suspect an error, contact our customer service team with the transaction details for further investigation. Additionally, ensure that Dynamic Currency Conversion (DCC) was not used, as it may result in a less favorable rate. If you need further assistance, feel free to reach out to our support team or visit your nearest branch.",PASS
I just replaced my phone but how do I use my card information?,"### Using Your Card Information on a New Phone

If you’ve recently replaced your phone and need to access your banking card information, follow these simple steps to ensure a seamless transition:

1. **Re-download the Banking App**: Start by downloading our banking app from the Apple App Store or Google Play Store. Ensure that you are downloading the official app to maintain the security of your information.

2. **Log In to Your Account**: Open the app and log in using your existing online banking credentials. If you’ve forgotten your password, you can easily reset it through the app or our website.

3. **Re-add Your Cards**: Once logged in, navigate to the 'Cards' section. If your card information was stored for mobile payments, such as Apple Pay or Google Pay, you will need to re-enter your card details to set up these services again.

4. **Enable Security Features**: For your security, ensure that biometric authentication (such as fingerprint or facial recognition) is enabled on your new device. This adds an extra layer of protection when accessing your banking app.

5. **Monitor Your Transactions**: After you’ve set everything up, keep an eye on your transaction history for any unauthorized activity. If you notice anything suspicious, contact our customer service team immediately.

If you have any further questions or require assistance, feel free to reach out to our support team via chat or phone. We're here to help!","To use your card information on your new phone, follow these steps:

1. **Re-download the Banking App**: Download our official banking app from the Apple App Store or Google Play Store.

2. **Log In to Your Account**: Open the app and log in with your existing online banking credentials. If you’ve forgotten your password, you can reset it through the app or our website.

3. **Re-add Your Cards**: Go to the 'Cards' section in the app. If your card was used for mobile payments like Apple Pay or Google Pay, re-enter your card details to set up these services again.

4. **Enable Security Features**: Make sure biometric authentication (fingerprint or facial recognition) is enabled on your new device for added security.

5. **Monitor Your Transactions**: Keep an eye on your transaction history for any unauthorized activity. Contact our customer service team immediately if you notice anything suspicious.

If you need further assistance, please reach out to our support team via chat or phone.",PASS
How do I reverse a transaction on my account?,"### How to Reverse a Transaction on Your Account

If you need to reverse a transaction on your account, follow these steps to initiate the process:

1. **Review Your Transactions**: Log into your online banking account or mobile app to review your recent transactions. Ensure that the transaction in question is eligible for reversal.

2. **Check Transaction Eligibility**: Not all transactions can be reversed. Common eligible transactions include erroneous payments, duplicate charges, or unauthorized transactions. If the transaction was made to a merchant, you may need to contact them directly for a refund.

3. **Contact Us**: If you believe the transaction is eligible for reversal, please contact our Customer Service team. You can reach us via phone at [insert phone number], or through our secure messaging service in online banking. Be prepared to provide details such as the transaction date, amount, and any relevant documentation.

4. **Submit a Request**: Our team will guide you through the necessary steps to submit a formal request for reversal. This may include filling out a dispute form or providing further evidence.

5. **Monitor Your Account**: After your request is submitted, keep an eye on your account for updates. We aim to resolve all inquiries promptly, and you will be notified of the outcome.

For any additional questions or assistance, please do not hesitate to reach out to us. Your satisfaction is our priority.","To reverse a transaction on your account, please follow these steps:

1. **Review Your Transactions**: Log into your online banking account or mobile app to check your recent transactions and ensure the transaction is eligible for reversal.

2. **Check Transaction Eligibility**: Verify if the transaction can be reversed. Eligible transactions typically include erroneous payments, duplicate charges, or unauthorized transactions. If the transaction was made to a merchant, you might need to contact them directly for a refund.

3. **Contact Us**: If the transaction is eligible, contact our Customer Service team via phone or through our secure messaging service in online banking. Be ready to provide details such as the transaction date, amount, and any relevant documentation.

4. **Submit a Request**: Our team will assist you in submitting a formal request for reversal, which may involve filling out a dispute form or providing further evidence.

5. **Monitor Your Account**: After submitting your request, monitor your account for updates. We aim to resolve inquiries promptly and will notify you of the outcome.

For further assistance, please reach out to us. Your satisfaction is our priority.",PASS
My card is showing the same transaction over and over again.,"**Frequently Asked Questions: Duplicate Transactions on Your Card**

**Query: My card is showing the same transaction over and over again. What should I do?**

If you notice that a transaction appears multiple times on your account statement, this could be due to several reasons, including merchant processing errors or temporary holds placed by the vendor. Here’s what you can do:

1. **Review Your Transactions**: Start by checking your recent transactions in online banking or the mobile app. Ensure that the duplicate charges are not simply pending transactions that will clear.

2. **Contact the Merchant**: If you recognize the merchant, it’s advisable to reach out to them directly. Occasionally, businesses may mistakenly process a payment multiple times, especially if there were connectivity issues during your purchase.

3. **Dispute the Transaction**: If you confirm that the transaction is indeed duplicated and the merchant cannot resolve the issue, please contact our customer service team. We can assist you in disputing the transaction and guide you through the process of obtaining a refund.

4. **Monitor Your Account**: Keep an eye on your account for any further discrepancies. If you notice unusual activity, please notify us immediately.

For further assistance, please call our Customer Service team at [insert phone number] or visit your nearest branch. We’re here to help ensure your banking experience is smooth and secure.","If your card is showing the same transaction multiple times, please follow these steps:

1. **Review Your Transactions**: Check your recent transactions in online banking or the mobile app to ensure the duplicate charges are not just pending transactions that will clear.

2. **Contact the Merchant**: If you recognize the merchant, reach out to them directly. Sometimes, businesses may mistakenly process a payment multiple times due to connectivity issues.

3. **Dispute the Transaction**: If the transaction is confirmed as duplicated and the merchant cannot resolve it, contact our customer service team for assistance in disputing the transaction and obtaining a refund.

4. **Monitor Your Account**: Keep an eye on your account for any further discrepancies and notify us immediately if you notice unusual activity.

For further assistance, please call our Customer Service team or visit your nearest branch.",PASS
I thought transfers were free. Why was I charged to transfer?,"**Transfer Fees Explained**

At our bank, we strive to provide transparent information regarding any fees associated with your banking transactions. While many internal and standard transfers within Australia, such as those made between accounts within our bank or to other banks using the Osko service, are typically fee-free, there are instances where transfer fees may apply.

1. **International Transfers**: If you are sending money overseas, a transfer fee may be charged. This fee varies depending on the destination country and the amount being transferred. It is essential to review the applicable fees before initiating an international transfer.

2. **Out of Hours Transfers**: Transfers initiated outside of standard processing hours may incur additional fees. Check our website for specific cut-off times related to transfer processing.

3. **Third-Party Payment Services**: If you use a third-party service or app for your transfer, different fees may apply, which are set by the service provider.

4. **Account Type**: Certain account types may have specific transaction limits or fees associated with transfers. Ensure you are familiar with your account's terms and conditions.

If you have been charged a transfer fee and believe it to be an error, please contact our customer service team for clarification. We are here to help!","Thank you for reaching out. While many transfers within Australia are typically fee-free, there are certain situations where transfer fees may apply. These include international transfers, transfers initiated outside of standard processing hours, and transfers using third-party payment services. Additionally, specific account types may have transaction limits or fees. If you believe the fee was charged in error, please contact our customer service team for clarification. We are here to help!",PASS
Can I top-up my google pay?,"### Topping Up Google Pay

Yes, you can easily top up your Google Pay account to ensure you have sufficient funds for your transactions. Here’s how you can do it:

1. **Link Your Bank Account**: First, ensure your bank account is linked to your Google Pay. Open the app, navigate to the 'Payment' section, and select 'Add Bank Account.' Follow the prompts to securely connect your bank account.

2. **Transfer Funds**: Once your bank account is linked, you can transfer funds directly to your Google Pay balance. To do this, select 'Add Funds' in the Google Pay app, choose the amount you wish to transfer, and confirm the transaction. The amount will typically be available in your Google Pay balance within a few minutes.

3. **Using Your Debit or Credit Card**: Alternatively, you can top up your Google Pay using a debit or credit card. Simply select 'Add Funds,' choose 'Card,' enter the card details, and complete the transfer.

Please note that depending on your bank, processing times and fees may vary. For any issues or further assistance, feel free to contact our customer support team or visit your nearest branch.","Yes, you can top up your Google Pay account. You can do this by linking your bank account or using a debit or credit card. Once your bank account is linked, you can transfer funds directly to your Google Pay balance by selecting 'Add Funds' in the app. Alternatively, you can use a debit or credit card to add funds. Please be aware that processing times and fees may vary depending on your bank.",PASS
What is the cause of the delay in applying my card payment to my account?,"### Understanding Delays in Card Payments

When you make a card payment, you may occasionally notice a delay in the funds being applied to your account. There are several factors that can contribute to this delay, which we outline below:

1. **Merchant Processing Time**: Once you make a payment, the merchant must process the transaction. This can take anywhere from a few minutes to several business days, depending on the merchant's banking arrangements and processing systems.

2. **Bank Processing Time**: After the merchant processes the payment, it is sent to your bank for settlement. This can take additional time, especially if the transaction is made outside of regular banking hours or on weekends and public holidays.

3. **Transaction Type**: Certain transactions, such as those involving international payments or non-Australian merchants, may require additional verification and can take longer to reflect in your account.

4. **Pending Transactions**: When you see a payment listed as pending, it means the transaction has been initiated but is not yet fully processed. Pending transactions will typically be cleared and reflected in your balance once the merchant finalizes the transaction.

If you have concerns about a specific transaction or if the delay seems unusually long, please contact our customer service team for assistance. We're here to help!","There are several factors that can cause a delay in applying your card payment to your account. These include the merchant's processing time, which can vary from a few minutes to several business days, and the bank's processing time, which may be affected by banking hours, weekends, or public holidays. Additionally, certain transaction types, such as international payments, may require extra verification and take longer. If your payment is listed as pending, it means the transaction has been initiated but not yet fully processed. If the delay seems unusually long, please contact our customer service team for assistance.",PASS
"Please help me, as my topup amount has been reverted, i did it correctly. I think there is some defect in system.","**Top-Up Reverted Transactions**

We understand that it can be concerning when a top-up transaction does not go as expected. If your top-up amount has been reverted, there are several reasons this may occur. 

Firstly, please ensure that you have followed all necessary steps during the top-up process. This includes confirming that your account has sufficient funds and that your payment method is valid. Occasionally, a top-up may be flagged for security reasons, which can lead to a temporary reversal. 

If your transaction was reverted despite following the correct procedure, it could be due to system maintenance or technical issues. We recommend checking for any service notifications on our website or within your banking app, as these will provide updates on any ongoing issues.

For further assistance, please contact our customer service team directly. They can provide specific insights regarding your transaction and help resolve any concerns you may have. You can reach us via the phone number provided on our contact page or through secure messaging in your online banking portal.

Thank you for your patience, and we are here to help ensure your banking experience is seamless.","We understand your concern regarding the reverted top-up transaction. Please ensure that you have followed all necessary steps during the top-up process, such as confirming that your account has sufficient funds and that your payment method is valid. Sometimes, transactions may be flagged for security reasons or due to system maintenance or technical issues.

We recommend checking for any service notifications on our website or within your banking app for updates on ongoing issues. For further assistance, please contact our customer service team directly. They can provide specific insights regarding your transaction and help resolve any concerns you may have. You can reach us via the phone number on our contact page or through secure messaging in your online banking portal. Thank you for your patience.",PASS
Do you take checks?,"### Do You Accept Cheques?

Yes, we accept cheques as a form of payment for various banking transactions. If you wish to deposit a cheque into your account, you can do so through our branch network, ATMs that accept deposits, or via our mobile banking app using the cheque deposit feature.

**Depositing a Cheque:**
1. **In-Branch:** Visit any of our branches with your cheque. Please ensure that the cheque is properly signed and made out to you. Our staff will assist you with the deposit process.
2. **ATM Deposits:** Look for an ATM that accepts cheque deposits. Simply follow the on-screen instructions to complete your transaction.
3. **Mobile Banking App:** If you prefer a digital solution, you can use our mobile app to deposit cheques. Just take a clear photo of the front and back of the cheque, and follow the prompts within the app.

**Important Notes:**
- Cheques may take several business days to clear before the funds are available in your account.
- Ensure that you endorse the back of the cheque with your signature.
- For any cheques issued from overseas, additional processing times may apply.

If you have further questions or need assistance, please contact our customer service team or visit your nearest branch.","Yes, we accept checks as a form of payment. You can deposit a check into your account through our branch network, ATMs that accept deposits, or via our mobile banking app using the check deposit feature. If you have any further questions or need assistance, please contact our customer service team or visit your nearest branch.",PASS
why has a transaction to a friend been delayed?,"### Why Has My Transaction to a Friend Been Delayed?

If you've initiated a transfer to a friend and it hasn't been received yet, several factors may be at play. Here are some common reasons for transaction delays:

1. **Processing Times**: Depending on the type of transfer you initiated, it may take some time for the funds to appear in your friend’s account. For example, same-day transfers via Osko are typically processed quickly, while standard bank transfers may take 1-3 business days.

2. **Bank Cut-Off Times**: Transactions made after the bank’s cut-off time (usually around 5 PM AEST) will be processed the next business day. If you initiated your transfer after this time, it could result in a delay.

3. **Public Holidays and Weekends**: Transfers initiated during public holidays or weekends may be delayed until the next business day, as banks do not process transactions during these times.

4. **Incorrect Details**: Ensure that the recipient's account details (BSB and account number) were entered correctly. An error in these details could prevent the transaction from being completed.

5. **Banking Policies**: Occasionally, banks may hold transactions for security reasons or due to regulatory checks. If this is the case, the bank will typically reach out to you for further verification.

If your transfer has been delayed beyond the expected timeframe, please contact our customer service team for assistance. We’re here to help!","There are several reasons why your transaction to a friend might be delayed:

1. **Processing Times**: Depending on the type of transfer, it may take some time for the funds to appear in your friend’s account. Standard bank transfers can take 1-3 business days.

2. **Bank Cut-Off Times**: If the transfer was made after the bank’s cut-off time (usually around 5 PM AEST), it will be processed the next business day.

3. **Public Holidays and Weekends**: Transfers made during these times may be delayed until the next business day.

4. **Incorrect Details**: Ensure the recipient's account details were entered correctly, as errors can prevent completion.

5. **Banking Policies**: Banks may hold transactions for security reasons or regulatory checks, and they will typically contact you for verification if needed.

If the delay exceeds the expected timeframe, please contact our customer service team for assistance.",PASS
I don't recognize some transactions.  Is someone else using it?,"**Help & FAQ: Compromised Card Transactions**

**Query: I don't recognize some transactions. Is someone else using my card?**

If you notice transactions on your account that you do not recognize, it is essential to act quickly. Unauthorized transactions may indicate that your card has been compromised. Here’s what you should do:

1. **Review Recent Transactions**: Log into your online banking or mobile app to review your recent transactions. Ensure you check for any pending transactions as well.

2. **Report Suspicious Activity**: If you identify unfamiliar transactions, contact our Customer Support Team immediately at 1800 123 456. We are available 24/7 to assist you. Be prepared to provide details of the transactions in question.

3. **Block Your Card**: For your protection, we recommend temporarily blocking your card through the mobile app or online banking until we can verify the suspicious activity.

4. **Dispute a Transaction**: If a transaction is confirmed as unauthorized, you can submit a dispute request. Our team will guide you through the process and ensure that any fraudulent charges are investigated promptly.

5. **Monitor Your Accounts**: Regularly check your account statements and set up transaction alerts to help detect unauthorized activity early.

Your security is our top priority. If you have any further questions or need assistance, please don’t hesitate to reach out.","If you don't recognize some transactions, it is possible that your card has been compromised. Please take the following steps:

1. Log into your online banking or mobile app to review your recent transactions, including any pending ones.
2. Contact our Customer Support Team immediately at 1800 123 456. We are available 24/7 to assist you. Be ready to provide details of the transactions you don't recognize.
3. Temporarily block your card through the mobile app or online banking for your protection until we can verify the suspicious activity.
4. If a transaction is confirmed as unauthorized, you can submit a dispute request. Our team will guide you through the process and investigate any fraudulent charges promptly.
5. Regularly monitor your account statements and set up transaction alerts to detect unauthorized activity early.

Your security is our top priority, so please reach out if you need further assistance.",PASS
How come I was charged a transaction of $1?,"**Understanding Small Transaction Charges on Your Statement**

If you’ve noticed a transaction charge of $1 on your account statement, it’s important to first understand the nature of these charges. There are several reasons why a small fee may appear, and we’re here to help clarify this for you.

1. **Merchant Fees**: Sometimes, merchants may process a small transaction fee, especially if you’ve made a purchase using a digital wallet or a contactless payment method. These fees are typically charged by the merchant for using their payment processing service.

2. **Account Maintenance Fees**: Occasionally, a nominal fee may be applied to your account as part of an account maintenance charge. Ensure that you review your account terms and conditions to confirm if this applies.

3. **ATM Transactions**: If you used an ATM not affiliated with our bank, a small withdrawal fee might be charged by the ATM operator.

4. **Pending Transactions**: Keep in mind that pending transactions may appear as small charges before the final amount is processed.

If you believe this charge is incorrect or would like further clarification, please contact our Customer Service team at 1300 555 123 or visit your nearest branch. We’re here to assist you with any concerns regarding your account transactions.","There are several reasons why you might see a $1 transaction charge on your account statement. It could be a merchant fee if you made a purchase using a digital wallet or contactless payment method. It might also be an account maintenance fee, so it's a good idea to review your account terms and conditions. Additionally, if you used an ATM not affiliated with our bank, the ATM operator might have charged a small withdrawal fee. Lastly, it could be a pending transaction that appears as a small charge before the final amount is processed. If you believe this charge is incorrect or need further clarification, please contact our Customer Service team at 1300 555 123 or visit your nearest branch.",PASS
Can I link my card I previously received?,"### Linking a Previously Received Card

Yes, you can link a card that you previously received to your account. To do so, please follow these steps:

1. **Log in to Online Banking**: Access your account through our secure online banking portal or mobile app using your username and password.

2. **Navigate to Card Services**: Once logged in, go to the 'Card Services' section from the main menu. This area allows you to manage all your banking cards.

3. **Select ‘Link a Card’**: Choose the option to link an existing card. You may be prompted to enter the card details, including the card number, expiration date, and security code.

4. **Verify Your Identity**: For security purposes, you may need to complete a verification process, such as answering security questions or receiving a one-time password via SMS.

5. **Confirmation**: Once your card is successfully linked, you will receive a confirmation notification on-screen and via email.

If you encounter any issues during this process or have further questions, please don't hesitate to contact our customer support team. We're here to assist you 24/7. 

For more information on card linking and management, please visit our FAQs or consult our customer service representatives.","Yes, you can link a card that you previously received to your account. Please follow these steps:

1. Log in to Online Banking using your username and password.
2. Navigate to the 'Card Services' section from the main menu.
3. Select ‘Link a Card’ and enter the required card details.
4. Complete the identity verification process.
5. You will receive a confirmation notification once your card is successfully linked.

If you encounter any issues, please contact our customer support team, available 24/7.",PASS
Can I order a new card by phone?,"### Ordering a New Card by Phone

If your debit or credit card is about to expire, you can easily request a new card by phone. Our dedicated customer service team is ready to assist you with this process. Here’s how you can do it:

1. **Call Us:** Contact our Customer Service Centre at [insert phone number]. Our representatives are available [insert hours of operation] to help you with your request.

2. **Verify Your Identity:** To ensure the security of your account, you will need to verify your identity. Please have your account details and any identification documents handy when you call.

3. **Request Your Card:** Once your identity is confirmed, simply inform the representative that you would like to order a new card due to expiration. They will process your request and provide you with an estimated delivery time.

4. **Receive Your New Card:** Your new card will typically be mailed to your registered address within [insert timeframe, e.g., 5-7 business days]. 

If you have any additional questions or require further assistance, don’t hesitate to ask our representative during your call. We’re here to help ensure your banking experience is seamless and secure.","Yes, you can order a new card by phone. Please call our Customer Service Centre, verify your identity, and request a new card due to expiration. Our representative will assist you with the process.",PASS
Do you have the option for a disposable virtual card?,"### Disposable Virtual Cards

At [Your Bank Name], we understand the importance of security and convenience in your online transactions. That’s why we offer a Disposable Virtual Card feature, designed to provide you with an additional layer of protection when shopping online.

**What is a Disposable Virtual Card?**
A Disposable Virtual Card is a temporary card number that you can generate for online purchases. It acts like a regular credit or debit card but is only valid for a single transaction or for a limited time. Once you've completed your purchase, the card number becomes inactive, helping to safeguard your financial information.

**How to Obtain a Disposable Virtual Card:**
1. **Log In:** Access your account through our mobile app or online banking portal.
2. **Navigate to Cards:** Find the 'Cards' section in the main menu.
3. **Select Virtual Card Options:** Choose the option to create a Disposable Virtual Card.
4. **Set Your Preferences:** You can specify the amount and duration for which the card will be valid.
5. **Generate Your Card:** Once your preferences are set, click 'Generate' to receive your unique card number.

**Benefits:**
- **Enhanced Security:** Reduces the risk of fraud and unauthorized charges.
- **Control Over Spending:** Set limits for each transaction.
- **Convenience:** Easily create and manage multiple disposable cards for different purchases.

For further assistance or to learn more about our Disposable Virtual Card feature, please contact our customer service team or visit your nearest branch.","Yes, we offer a Disposable Virtual Card feature at [Your Bank Name]. This feature provides an additional layer of protection for your online transactions by allowing you to generate a temporary card number for a single transaction or a limited time. You can easily create a Disposable Virtual Card through our mobile app or online banking portal. For more details or assistance, please contact our customer service team or visit your nearest branch.",PASS
