test_case_id,chunk_id,pred_prob,pred_label,max_pred_prob,example_pred_label
retailbankQA_test_239,239_237,0.98131895,1,0.9979576,1
retailbankQA_test_240,240_0,0.99858874,1,0.99858874,1
retailbankQA_test_240,240_257,0.9983559,1,0.99858874,1
retailbankQA_test_241,241_0,0.9985985,1,0.9985985,1
retailbankQA_test_241,241_226,0.99834645,1,0.9985985,1
retailbankQA_test_242,242_0,0.9985844,1,0.9985844,1
retailbankQA_test_242,242_221,0.9984439,1,0.9985844,1
retailbankQA_test_243,243_0,0.9984842,1,0.9984842,1
retailbankQA_test_244,244_0,0.99820507,1,0.99820507,1
retailbankQA_test_244,244_232,0.99816364,1,0.99820507,1
retailbankQA_test_245,245_0,0.99811053,1,0.99811053,1
retailbankQA_test_246,246_0,0.99848914,1,0.99848914,1
retailbankQA_test_247,247_0,0.9978732,1,0.9978732,1
retailbankQA_test_247,247_181,0.9975758,1,0.9978732,1
retailbankQA_test_248,248_0,0.9935256,1,0.9935256,1
retailbankQA_test_249,249_0,0.99828327,1,0.99828327,1
retailbankQA_test_249,249_237,0.98398167,1,0.99828327,1
retailbankQA_test_250,250_0,0.9984457,1,0.9984457,1
retailbankQA_test_250,250_271,0.998334,1,0.9984457,1
retailbankQA_test_251,251_0,0.9976736,1,0.9981115,1
retailbankQA_test_251,251_176,0.9981115,1,0.9981115,1
retailbankQA_test_252,252_0,0.9985493,1,0.9985493,1
retailbankQA_test_252,252_257,0.99767977,1,0.9985493,1
retailbankQA_test_253,253_0,0.9978607,1,0.9978607,1
retailbankQA_test_254,254_0,0.9981548,1,0.9981548,1
retailbankQA_test_254,254_185,0.9976305,1,0.9981548,1
retailbankQA_test_255,255_0,0.99849343,1,0.99849343,1
retailbankQA_test_255,255_206,0.9984282,1,0.99849343,1
retailbankQA_test_256,256_0,0.99837995,1,0.99837995,1
retailbankQA_test_256,256_249,0.99779415,1,0.99837995,1
retailbankQA_test_257,257_0,0.9963928,1,0.9963928,1
retailbankQA_test_258,258_0,0.9957066,1,0.9957066,1
retailbankQA_test_259,259_0,0.9982346,1,0.9982346,1
retailbankQA_test_260,260_0,0.99841154,1,0.99841154,1
retailbankQA_test_260,260_240,0.9969831,1,0.99841154,1
retailbankQA_test_261,261_0,0.99839884,1,0.99839884,1
retailbankQA_test_261,261_173,0.99801433,1,0.99839884,1
retailbankQA_test_262,262_0,0.9984321,1,0.9984321,1
retailbankQA_test_262,262_134,0.9981446,1,0.9984321,1
retailbankQA_test_262,262_268,0.99765813,1,0.9984321,1
retailbankQA_test_263,263_0,0.99857163,1,0.99857163,1
retailbankQA_test_263,263_158,0.99833494,1,0.99857163,1
retailbankQA_test_264,264_0,0.9942023,1,0.9973563,1
retailbankQA_test_264,264_49,0.9941199,1,0.9973563,1
retailbankQA_test_264,264_98,0.99734205,1,0.9973563,1
retailbankQA_test_264,264_147,0.9968736,1,0.9973563,1
retailbankQA_test_264,264_196,0.9973563,1,0.9973563,1
retailbankQA_test_264,264_245,0.994472,1,0.9973563,1
retailbankQA_test_264,264_294,0.98958415,1,0.9973563,1
retailbankQA_test_265,265_0,0.9983937,1,0.99841726,1
retailbankQA_test_265,265_154,0.99841726,1,0.99841726,1
retailbankQA_test_266,266_0,0.99861085,1,0.99861085,1
retailbankQA_test_267,267_0,0.9986767,1,0.9986767,1
retailbankQA_test_267,267_177,0.998336,1,0.9986767,1
retailbankQA_test_268,268_0,0.99854714,1,0.99854714,1
retailbankQA_test_268,268_157,0.998362,1,0.99854714,1
retailbankQA_test_269,269_0,0.9984976,1,0.9984976,1
retailbankQA_test_269,269_273,0.9978417,1,0.9984976,1
retailbankQA_test_270,270_0,0.99798524,1,0.99798524,1
retailbankQA_test_271,271_0,0.9981413,1,0.9981413,1
retailbankQA_test_272,272_0,0.99832946,1,0.9984255,1
retailbankQA_test_272,272_235,0.9984255,1,0.9984255,1
retailbankQA_test_273,273_0,0.99498206,1,0.99498206,1
retailbankQA_test_274,274_0,0.99844813,1,0.99844813,1
retailbankQA_test_275,275_0,0.9877423,1,0.9877423,1
retailbankQA_test_275,275_208,0.98219395,1,0.9877423,1
retailbankQA_test_276,276_0,0.99762446,1,0.99762446,1
retailbankQA_test_276,276_279,0.99577504,1,0.99762446,1
retailbankQA_test_277,277_0,0.99848145,1,0.99848145,1
retailbankQA_test_277,277_240,0.9984744,1,0.99848145,1
retailbankQA_test_278,278_0,0.9981852,1,0.9981852,1
retailbankQA_test_279,279_0,0.99603695,1,0.99603695,1
retailbankQA_test_279,279_178,0.9950203,1,0.99603695,1
retailbankQA_test_280,280_0,0.9976427,1,0.9976802,1
retailbankQA_test_280,280_236,0.9976802,1,0.9976802,1
retailbankQA_test_281,281_0,0.9982724,1,0.9982724,1
retailbankQA_test_282,282_0,0.99852765,1,0.99852765,1
retailbankQA_test_283,283_0,0.9979208,1,0.9979208,1
retailbankQA_test_284,284_0,0.9974642,1,0.9974642,1
retailbankQA_test_284,284_254,0.99593854,1,0.9974642,1
retailbankQA_test_285,285_0,0.9983016,1,0.9983016,1
retailbankQA_test_286,286_0,0.99812156,1,0.99812156,1
retailbankQA_test_286,286_275,0.70369714,1,0.99812156,1
retailbankQA_test_287,287_0,0.9982317,1,0.9982317,1
retailbankQA_test_288,288_0,0.9961279,1,0.9961279,1
retailbankQA_test_289,289_0,0.9985568,1,0.9985568,1
retailbankQA_test_290,290_0,0.99810284,1,0.99810284,1
retailbankQA_test_291,291_0,0.9984022,1,0.9984022,1
retailbankQA_test_292,292_0,0.99833006,1,0.99833006,1
retailbankQA_test_293,293_0,0.9982357,1,0.9982357,1
retailbankQA_test_294,294_0,0.9983368,1,0.9983368,1
retailbankQA_test_295,295_0,0.9982249,1,0.9985051,1
retailbankQA_test_295,295_176,0.9985051,1,0.9985051,1
retailbankQA_test_296,296_0,0.99831116,1,0.99831116,1
retailbankQA_test_296,296_187,0.997881,1,0.99831116,1
retailbankQA_test_297,297_0,0.9984042,1,0.9984042,1
retailbankQA_test_297,297_161,0.99827814,1,0.9984042,1
retailbankQA_test_298,298_0,0.99844164,1,0.99844164,1
retailbankQA_test_298,298_146,0.9984353,1,0.99844164,1
retailbankQA_test_298,298_292,0.99738675,1,0.99844164,1
retailbankQA_test_299,299_0,0.99853694,1,0.99853694,1
retailbankQA_test_299,299_219,0.9985208,1,0.99853694,1
retailbankQA_test_300,300_0,0.99789053,1,0.99789053,1
retailbankQA_test_301,301_0,0.98218256,1,0.98218256,1
retailbankQA_test_302,302_0,0.993968,1,0.993968,1
retailbankQA_test_303,303_0,0.9980307,1,0.9980307,1
retailbankQA_test_303,303_270,0.9951852,1,0.9980307,1
retailbankQA_test_304,304_0,0.997867,1,0.997867,1
retailbankQA_test_304,304_287,0.9959008,1,0.997867,1
retailbankQA_test_305,305_0,0.99829787,1,0.99841344,1
retailbankQA_test_305,305_177,0.99841344,1,0.99841344,1
retailbankQA_test_306,306_0,0.99791104,1,0.99791104,1
retailbankQA_test_306,306_163,0.99730045,1,0.99791104,1
retailbankQA_test_307,307_0,0.9984571,1,0.9984571,1
retailbankQA_test_307,307_238,0.99809426,1,0.9984571,1
retailbankQA_test_308,308_0,0.9973013,1,0.99804664,1
retailbankQA_test_308,308_255,0.99804664,1,0.99804664,1
retailbankQA_test_309,309_0,0.99781054,1,0.9980416,1
retailbankQA_test_309,309_151,0.9980416,1,0.9980416,1
retailbankQA_test_310,310_0,0.9983224,1,0.9983224,1
retailbankQA_test_311,311_0,0.9984744,1,0.9984744,1
retailbankQA_test_311,311_269,0.99837375,1,0.9984744,1
retailbankQA_test_312,312_0,0.99783105,1,0.99783105,1
retailbankQA_test_312,312_195,0.9970932,1,0.99783105,1
retailbankQA_test_313,313_0,0.9977126,1,0.9977126,1
retailbankQA_test_313,313_178,0.99710315,1,0.9977126,1
retailbankQA_test_314,314_0,0.99862933,1,0.99862933,1
retailbankQA_test_314,314_269,0.99846715,1,0.99862933,1
retailbankQA_test_315,315_0,0.9983919,1,0.9983919,1
retailbankQA_test_315,315_200,0.99803585,1,0.9983919,1
retailbankQA_test_316,316_0,0.9986008,1,0.9986008,1
retailbankQA_test_316,316_167,0.99854714,1,0.9986008,1
retailbankQA_test_317,317_0,0.9985555,1,0.9985555,1
retailbankQA_test_317,317_230,0.99792373,1,0.9985555,1
retailbankQA_test_318,318_0,0.9983348,1,0.9983348,1
retailbankQA_test_318,318_250,0.9975077,1,0.9983348,1
retailbankQA_test_319,319_0,0.99812156,1,0.99812156,1
retailbankQA_test_319,319_154,0.9971897,1,0.99812156,1
retailbankQA_test_320,320_0,0.998386,1,0.998386,1
retailbankQA_test_321,321_0,0.99824333,1,0.99824333,1
retailbankQA_test_321,321_221,0.99819285,1,0.99824333,1
retailbankQA_test_322,322_0,0.99858165,1,0.99858165,1
retailbankQA_test_323,323_0,0.99824524,1,0.99824524,1
retailbankQA_test_323,323_215,0.99698144,1,0.99824524,1
retailbankQA_test_324,324_0,0.9983871,1,0.9983871,1
retailbankQA_test_324,324_259,0.99790287,1,0.9983871,1
retailbankQA_test_325,325_0,0.99831223,1,0.99831223,1
retailbankQA_test_325,325_205,0.9980634,1,0.99831223,1
retailbankQA_test_326,326_0,0.99811816,1,0.998223,1
retailbankQA_test_326,326_174,0.998223,1,0.998223,1
retailbankQA_test_327,327_0,0.9978531,1,0.9978531,1
retailbankQA_test_327,327_202,0.99726653,1,0.9978531,1
retailbankQA_test_328,328_0,0.9964245,1,0.99813074,1
retailbankQA_test_328,328_184,0.99813074,1,0.99813074,1
retailbankQA_test_329,329_0,0.9983158,1,0.9983158,1
retailbankQA_test_329,329_280,0.9980957,1,0.9983158,1
retailbankQA_test_330,330_0,0.9976363,1,0.9976363,1
retailbankQA_test_330,330_133,0.9922632,1,0.9976363,1
retailbankQA_test_331,331_0,0.9980545,1,0.9980545,1
retailbankQA_test_331,331_259,0.99137306,1,0.9980545,1
retailbankQA_test_332,332_0,0.995676,1,0.995676,1
retailbankQA_test_332,332_179,0.85578454,1,0.995676,1
retailbankQA_test_333,333_0,0.98695254,1,0.98695254,1
retailbankQA_test_333,333_177,0.9424695,1,0.98695254,1
retailbankQA_test_334,334_0,0.99809045,1,0.9982838,1
retailbankQA_test_334,334_113,0.9982838,1,0.9982838,1
retailbankQA_test_334,334_226,0.9969795,1,0.9982838,1
retailbankQA_test_335,335_0,0.99834204,1,0.99834204,1
retailbankQA_test_336,336_0,0.99847966,1,0.99847966,1
retailbankQA_test_337,337_0,0.99744934,1,0.99744934,1
retailbankQA_test_337,337_223,0.9969145,1,0.99744934,1
retailbankQA_test_338,338_0,0.9984397,1,0.9984397,1
retailbankQA_test_338,338_257,0.99807173,1,0.9984397,1
retailbankQA_test_339,339_0,0.99821234,1,0.99821234,1
retailbankQA_test_340,340_0,0.9983374,1,0.9984676,1
retailbankQA_test_340,340_168,0.9984676,1,0.9984676,1
retailbankQA_test_341,341_0,0.99841714,1,0.99841714,1
retailbankQA_test_341,341_210,0.99820733,1,0.99841714,1
retailbankQA_test_342,342_0,0.9985514,1,0.9985514,1
retailbankQA_test_342,342_249,0.99816185,1,0.9985514,1
retailbankQA_test_343,343_0,0.9986064,1,0.9986064,1
retailbankQA_test_343,343_189,0.99848986,1,0.9986064,1
retailbankQA_test_344,344_0,0.99738365,1,0.99767894,1
retailbankQA_test_344,344_189,0.99767894,1,0.99767894,1
retailbankQA_test_345,345_0,0.998415,1,0.998415,1
retailbankQA_test_345,345_251,0.99823475,1,0.998415,1
retailbankQA_test_346,346_0,0.9071128,1,0.99561536,1
retailbankQA_test_346,346_183,0.99561536,1,0.99561536,1
retailbankQA_test_347,347_0,0.99756,1,0.9983228,1
retailbankQA_test_347,347_202,0.9983228,1,0.9983228,1
retailbankQA_test_348,348_0,0.99564123,1,0.9976125,1
retailbankQA_test_348,348_210,0.9976125,1,0.9976125,1
retailbankQA_test_349,349_0,0.99848574,1,0.99848574,1
retailbankQA_test_350,350_0,0.9968754,1,0.9970835,1
retailbankQA_test_350,350_195,0.9970835,1,0.9970835,1
retailbankQA_test_351,351_0,0.9985018,1,0.9985018,1
retailbankQA_test_352,352_0,0.9981172,1,0.99839145,1
retailbankQA_test_352,352_201,0.99839145,1,0.99839145,1
retailbankQA_test_353,353_0,0.998319,1,0.998319,1
retailbankQA_test_353,353_275,0.99752253,1,0.998319,1
retailbankQA_test_354,354_0,0.99842286,1,0.99842286,1
retailbankQA_test_355,355_0,0.99836487,1,0.99836487,1
retailbankQA_test_356,356_0,0.99822706,1,0.99822706,1
retailbankQA_test_356,356_290,0.9965695,1,0.99822706,1
retailbankQA_test_357,357_0,0.9984958,1,0.9984958,1
retailbankQA_test_357,357_127,0.99838674,1,0.9984958,1
retailbankQA_test_357,357_254,0.9974269,1,0.9984958,1
retailbankQA_test_358,358_0,0.99813914,1,0.99813914,1
retailbankQA_test_359,359_0,0.9983839,1,0.9983839,1
retailbankQA_test_359,359_264,0.99771833,1,0.9983839,1
retailbankQA_test_360,360_0,0.998268,1,0.99835265,1
retailbankQA_test_360,360_149,0.99835265,1,0.99835265,1
retailbankQA_test_361,361_0,0.9984384,1,0.998517,1
retailbankQA_test_361,361_150,0.998517,1,0.998517,1
retailbankQA_test_362,362_0,0.9985317,1,0.9985317,1
retailbankQA_test_362,362_172,0.99845314,1,0.9985317,1
retailbankQA_test_363,363_0,0.99855226,1,0.99855226,1
retailbankQA_test_363,363_207,0.9984238,1,0.99855226,1
retailbankQA_test_364,364_0,0.99863786,1,0.99863786,1
retailbankQA_test_364,364_177,0.9984983,1,0.99863786,1
retailbankQA_test_365,365_0,0.99810034,1,0.9984523,1
retailbankQA_test_365,365_262,0.9984523,1,0.9984523,1
retailbankQA_test_366,366_0,0.99812907,1,0.99812907,1
retailbankQA_test_367,367_0,0.99637246,1,0.9970035,1
retailbankQA_test_367,367_162,0.9970035,1,0.9970035,1
retailbankQA_test_367,367_324,0.99539125,1,0.9970035,1
retailbankQA_test_368,368_0,0.9984933,1,0.9984933,1
retailbankQA_test_369,369_0,0.9978776,1,0.9978776,1
retailbankQA_test_370,370_0,0.99852943,1,0.99852943,1
retailbankQA_test_371,371_0,0.9983211,1,0.9983211,1
retailbankQA_test_372,372_0,0.99505925,1,0.99505925,1
retailbankQA_test_373,373_0,0.9907898,1,0.9907898,1
retailbankQA_test_374,374_0,0.9981699,1,0.9981699,1
retailbankQA_test_374,374_214,0.9979711,1,0.9981699,1
retailbankQA_test_375,375_0,0.99816716,1,0.99816716,1
retailbankQA_test_375,375_138,0.99813443,1,0.99816716,1
retailbankQA_test_375,375_276,0.9973224,1,0.99816716,1
retailbankQA_test_376,376_0,0.9982305,1,0.9982305,1
retailbankQA_test_376,376_149,0.9979546,1,0.9982305,1
retailbankQA_test_376,376_298,0.9965695,1,0.9982305,1
retailbankQA_test_377,377_0,0.9983132,1,0.9983132,1
retailbankQA_test_377,377_187,0.99745494,1,0.9983132,1
retailbankQA_test_378,378_0,0.9982109,1,0.9982109,1
retailbankQA_test_378,378_139,0.97361076,1,0.9982109,1
retailbankQA_test_378,378_278,0.98141795,1,0.9982109,1
retailbankQA_test_379,379_0,0.9978587,1,0.99840635,1
retailbankQA_test_379,379_158,0.99840635,1,0.99840635,1
retailbankQA_test_380,380_0,0.9985697,1,0.9985697,1
retailbankQA_test_381,381_0,0.9980849,1,0.9980849,1
retailbankQA_test_381,381_211,0.9875544,1,0.9980849,1
retailbankQA_test_382,382_0,0.997866,1,0.997866,1
retailbankQA_test_382,382_221,0.9567524,1,0.997866,1
retailbankQA_test_383,383_0,0.99861,1,0.99861,1
retailbankQA_test_383,383_200,0.998309,1,0.99861,1
retailbankQA_test_384,384_0,0.998454,1,0.998454,1
retailbankQA_test_385,385_0,0.0005731882,0,0.0005731882,0
retailbankQA_test_385,385_251,0.0005683954,0,0.0005731882,0
retailbankQA_test_386,386_0,0.00069225597,0,0.0008938202,0
retailbankQA_test_386,386_264,0.0008938202,0,0.0008938202,0
retailbankQA_test_387,387_0,0.00063481386,0,0.010596193,0
retailbankQA_test_387,387_278,0.010596193,0,0.010596193,0
retailbankQA_test_388,388_0,0.00056236784,0,0.00056236784,0
retailbankQA_test_388,388_226,0.0005561326,0,0.00056236784,0
retailbankQA_test_389,389_0,0.00056522235,0,0.00056522235,0
retailbankQA_test_389,389_271,0.00053073314,0,0.00056522235,0
retailbankQA_test_390,390_0,0.00066245394,0,0.00066245394,0
retailbankQA_test_391,391_0,0.0005474618,0,0.0005474618,0
retailbankQA_test_391,391_241,0.0005112745,0,0.0005474618,0
retailbankQA_test_392,392_0,0.043312423,0,0.043312423,0
retailbankQA_test_393,393_0,0.0005394943,0,0.0005398904,0
retailbankQA_test_393,393_229,0.0005398904,0,0.0005398904,0
retailbankQA_test_394,394_0,0.00052118185,0,0.00052118185,0
retailbankQA_test_394,394_271,0.0004915953,0,0.00052118185,0
retailbankQA_test_395,395_0,0.00069965515,0,0.00069965515,0
retailbankQA_test_396,396_0,0.00052899244,0,0.00052899244,0
retailbankQA_test_396,396_248,0.00052011036,0,0.00052899244,0
retailbankQA_test_397,397_0,0.0005621923,0,0.0005621923,0
retailbankQA_test_398,398_0,0.00059968926,0,0.00059968926,0
retailbankQA_test_398,398_268,0.0005653139,0,0.00059968926,0
retailbankQA_test_399,399_0,0.00059981074,0,0.00059981074,0
retailbankQA_test_400,400_0,0.9856464,1,0.9856464,1
retailbankQA_test_400,400_250,0.010917671,0,0.9856464,1
retailbankQA_test_401,401_0,0.0005407304,0,0.0005407304,0
retailbankQA_test_401,401_265,0.0005157074,0,0.0005407304,0
retailbankQA_test_402,402_0,0.0005492268,0,0.0005492268,0
retailbankQA_test_402,402_253,0.0005231568,0,0.0005492268,0
retailbankQA_test_403,403_0,0.0006441533,0,0.0006441533,0
retailbankQA_test_404,404_0,0.00056728895,0,0.00056728895,0
retailbankQA_test_404,404_245,0.00054704817,0,0.00056728895,0
retailbankQA_test_405,405_0,0.0005666777,0,0.0005666777,0
retailbankQA_test_406,406_0,0.0012128154,0,0.0012128154,0
retailbankQA_test_406,406_188,0.0006088986,0,0.0012128154,0
retailbankQA_test_407,407_0,0.0006136128,0,0.0006136128,0
retailbankQA_test_408,408_0,0.0005405773,0,0.0005405773,0
retailbankQA_test_408,408_270,0.00051451434,0,0.0005405773,0
retailbankQA_test_409,409_0,0.0005970641,0,0.0005970641,0
retailbankQA_test_410,410_0,0.0014087991,0,0.0014087991,0
retailbankQA_test_410,410_246,0.00079228997,0,0.0014087991,0
retailbankQA_test_411,411_0,0.0005720076,0,0.0005720076,0
retailbankQA_test_411,411_252,0.00053259265,0,0.0005720076,0
retailbankQA_test_412,412_0,0.91630435,1,0.91630435,1
retailbankQA_test_412,412_164,0.00095984386,0,0.91630435,1
retailbankQA_test_413,413_0,0.007767196,0,0.007767196,0
retailbankQA_test_414,414_0,0.00059285376,0,0.00059285376,0
retailbankQA_test_415,415_0,0.0005691452,0,0.0005691452,0
retailbankQA_test_416,416_0,0.00062175747,0,0.00062175747,0
retailbankQA_test_416,416_238,0.00057088974,0,0.00062175747,0
retailbankQA_test_417,417_0,0.0008168568,0,0.0008168568,0
retailbankQA_test_418,418_0,0.0005728236,0,0.0005728236,0
retailbankQA_test_419,419_0,0.0013320823,0,0.002342401,0
retailbankQA_test_419,419_261,0.002342401,0,0.002342401,0
retailbankQA_test_420,420_0,0.0005405294,0,0.0005405294,0
retailbankQA_test_421,421_0,0.0005441793,0,0.0005441793,0
retailbankQA_test_421,421_229,0.00053585914,0,0.0005441793,0
retailbankQA_test_422,422_0,0.12918729,0,0.12918729,0
retailbankQA_test_422,422_137,0.0025904963,0,0.12918729,0
retailbankQA_test_423,423_0,0.0005249886,0,0.0005249886,0
retailbankQA_test_423,423_220,0.0005061945,0,0.0005249886,0
retailbankQA_test_424,424_0,0.00061549066,0,0.00061549066,0
retailbankQA_test_424,424_91,0.00059939385,0,0.00061549066,0
retailbankQA_test_424,424_182,0.00059445616,0,0.00061549066,0
retailbankQA_test_424,424_273,0.0005854956,0,0.00061549066,0
retailbankQA_test_425,425_0,0.0005335805,0,0.0005340333,0
retailbankQA_test_425,425_260,0.0005340333,0,0.0005340333,0
retailbankQA_test_426,426_0,0.0005242119,0,0.0005242119,0
retailbankQA_test_427,427_0,0.0005894776,0,0.0005894776,0
retailbankQA_test_428,428_0,0.0005412434,0,0.0005548235,0
retailbankQA_test_428,428_276,0.0005548235,0,0.0005548235,0
retailbankQA_test_429,429_0,0.96996504,1,0.96996504,1
retailbankQA_test_429,429_110,0.8514105,1,0.96996504,1
retailbankQA_test_429,429_220,0.95535934,1,0.96996504,1
retailbankQA_test_430,430_0,0.00054117537,0,0.00054117537,0
retailbankQA_test_431,431_0,0.0005845463,0,0.0005845463,0
retailbankQA_test_431,431_170,0.0005590825,0,0.0005845463,0
retailbankQA_test_432,432_0,0.0008444677,0,0.0008444677,0
retailbankQA_test_433,433_0,0.0008200009,0,0.0008200009,0
retailbankQA_test_433,433_234,0.00053509034,0,0.0008200009,0
retailbankQA_test_434,434_0,0.0005463512,0,0.0007238256,0
retailbankQA_test_434,434_277,0.0007238256,0,0.0007238256,0
retailbankQA_test_435,435_0,0.0005656775,0,0.0005656775,0
retailbankQA_test_436,436_0,0.00059965334,0,0.00059965334,0
retailbankQA_test_436,436_215,0.0005767129,0,0.00059965334,0
retailbankQA_test_437,437_0,0.0005881601,0,0.0005941531,0
retailbankQA_test_437,437_182,0.0005941531,0,0.0005941531,0
retailbankQA_test_438,438_0,0.0040020323,0,0.0040020323,0
retailbankQA_test_438,438_240,0.0005538376,0,0.0040020323,0
retailbankQA_test_439,439_0,0.0005542495,0,0.0005542495,0
retailbankQA_test_440,440_0,0.00056295237,0,0.00059490284,0
retailbankQA_test_440,440_268,0.00059490284,0,0.00059490284,0
retailbankQA_test_441,441_0,0.23244308,0,0.23244308,0
retailbankQA_test_441,441_156,0.024364663,0,0.23244308,0
retailbankQA_test_442,442_0,0.0005753428,0,0.0005753428,0
retailbankQA_test_443,443_0,0.0026399926,0,0.0026399926,0
retailbankQA_test_443,443_92,0.0022306703,0,0.0026399926,0
retailbankQA_test_443,443_184,0.0018288533,0,0.0026399926,0
retailbankQA_test_443,443_276,0.0014686006,0,0.0026399926,0
retailbankQA_test_444,444_0,0.0011393424,0,0.02198853,0
retailbankQA_test_444,444_279,0.02198853,0,0.02198853,0
retailbankQA_test_445,445_0,0.000561151,0,0.000561151,0
retailbankQA_test_445,445_129,0.0005401262,0,0.000561151,0
retailbankQA_test_446,446_0,0.00055289926,0,0.00056385744,0
retailbankQA_test_446,446_191,0.00056385744,0,0.00056385744,0
retailbankQA_test_447,447_0,0.0066883764,0,0.0066883764,0
retailbankQA_test_447,447_124,0.0014853191,0,0.0066883764,0
retailbankQA_test_447,447_248,0.0011054445,0,0.0066883764,0
retailbankQA_test_448,448_0,0.00053450686,0,0.00053450686,0
retailbankQA_test_449,449_0,0.0005616867,0,0.0005616867,0
retailbankQA_test_450,450_0,0.0005401874,0,0.0005401874,0
retailbankQA_test_451,451_0,0.00055084476,0,0.0005512596,0
retailbankQA_test_451,451_168,0.0005512596,0,0.0005512596,0
retailbankQA_test_452,452_0,0.0011508118,0,0.0011508118,0
retailbankQA_test_452,452_264,0.00058205455,0,0.0011508118,0
retailbankQA_test_453,453_0,0.0005455766,0,0.0005455766,0
retailbankQA_test_453,453_117,0.0005432871,0,0.0005455766,0
retailbankQA_test_454,454_0,0.00059841893,0,0.00059841893,0
retailbankQA_test_454,454_108,0.00057108025,0,0.00059841893,0
retailbankQA_test_454,454_216,0.0005647318,0,0.00059841893,0
retailbankQA_test_455,455_0,0.99515533,1,0.996854,1
retailbankQA_test_455,455_104,0.996854,1,0.996854,1
retailbankQA_test_455,455_208,0.9952506,1,0.996854,1
retailbankQA_test_456,456_0,0.00052214495,0,0.00052214495,0
retailbankQA_test_456,456_251,0.00051200355,0,0.00052214495,0
retailbankQA_test_457,457_0,0.000743372,0,0.00077568,0
retailbankQA_test_457,457_62,0.00077568,0,0.00077568,0
retailbankQA_test_457,457_124,0.0007551376,0,0.00077568,0
retailbankQA_test_457,457_186,0.00067725295,0,0.00077568,0
retailbankQA_test_457,457_248,0.0006099688,0,0.00077568,0
retailbankQA_test_458,458_0,0.0005498063,0,0.0005498063,0
retailbankQA_test_459,459_0,0.0026098993,0,0.0026098993,0
retailbankQA_test_459,459_239,0.0006383294,0,0.0026098993,0
retailbankQA_test_460,460_0,0.00058853894,0,0.00058853894,0
retailbankQA_test_460,460_275,0.0005839176,0,0.00058853894,0
retailbankQA_test_461,461_0,0.0005023568,0,0.0005023568,0
retailbankQA_test_461,461_270,0.00048297519,0,0.0005023568,0
retailbankQA_test_462,462_0,0.00060290203,0,0.00060290203,0
retailbankQA_test_462,462_220,0.00055670826,0,0.00060290203,0
retailbankQA_test_463,463_0,0.00050840725,0,0.00050840725,0
retailbankQA_test_463,463_271,0.0004644361,0,0.00050840725,0
retailbankQA_test_464,464_0,0.890761,1,0.9720713,1
retailbankQA_test_464,464_290,0.9720713,1,0.9720713,1
retailbankQA_test_465,465_0,0.00058784493,0,0.00058784493,0
retailbankQA_test_466,466_0,0.00052626163,0,0.00052626163,0
retailbankQA_test_466,466_268,0.0005132217,0,0.00052626163,0
retailbankQA_test_467,467_0,0.000553817,0,0.000553817,0
retailbankQA_test_467,467_186,0.00053765444,0,0.000553817,0
retailbankQA_test_468,468_0,0.00057001115,0,0.0006039868,0
retailbankQA_test_468,468_236,0.0006039868,0,0.0006039868,0
retailbankQA_test_469,469_0,0.00050721504,0,0.00050721504,0
retailbankQA_test_470,470_0,0.00053029135,0,0.00053029135,0
retailbankQA_test_470,470_252,0.0005239163,0,0.00053029135,0
retailbankQA_test_471,471_0,0.00052837085,0,0.0005329372,0
retailbankQA_test_471,471_284,0.0005329372,0,0.0005329372,0
retailbankQA_test_472,472_0,0.0005595157,0,0.0005595157,0
retailbankQA_test_472,472_284,0.0005399398,0,0.0005595157,0
retailbankQA_test_473,473_0,0.00073476677,0,0.00073476677,0
retailbankQA_test_474,474_0,0.0005529773,0,0.0005529773,0
retailbankQA_test_474,474_281,0.0005446601,0,0.0005529773,0
retailbankQA_test_475,475_0,0.0005252218,0,0.0005252218,0
retailbankQA_test_476,476_0,0.0005108278,0,0.0005108278,0
retailbankQA_test_477,477_0,0.00054717326,0,0.00054717326,0
retailbankQA_test_478,478_0,0.00097442814,0,0.0010795379,0
retailbankQA_test_478,478_137,0.0010795379,0,0.0010795379,0
retailbankQA_test_478,478_274,0.000675227,0,0.0010795379,0
retailbankQA_test_479,479_0,0.00051378214,0,0.00051378214,0
retailbankQA_test_479,479_177,0.00048818206,0,0.00051378214,0
retailbankQA_test_480,480_0,0.99746084,1,0.99746084,1
retailbankQA_test_480,480_270,0.0010877531,0,0.99746084,1
retailbankQA_test_481,481_0,0.0006056394,0,0.00080555154,0
retailbankQA_test_481,481_281,0.00080555154,0,0.00080555154,0
retailbankQA_test_482,482_0,0.013356707,0,0.013356707,0
retailbankQA_test_482,482_255,0.0013566678,0,0.013356707,0
retailbankQA_test_483,483_0,0.0005846984,0,0.0005846984,0
retailbankQA_test_483,483_239,0.00055252266,0,0.0005846984,0
retailbankQA_test_484,484_0,0.0005207696,0,0.0005208565,0
retailbankQA_test_484,484_95,0.0005174727,0,0.0005208565,0
retailbankQA_test_484,484_190,0.0005208565,0,0.0005208565,0
retailbankQA_test_484,484_285,0.0005111741,0,0.0005208565,0
retailbankQA_test_485,485_0,0.00054325134,0,0.00054325134,0
retailbankQA_test_486,486_0,0.0006655411,0,0.0006655411,0
retailbankQA_test_486,486_192,0.00065209175,0,0.0006655411,0
retailbankQA_test_487,487_0,0.0006153886,0,0.002469417,0
