test_case_id,chunk_id,pred_prob,pred_label,max_pred_prob,example_pred_label
14765,3479_254,0.70342976,1,0.70472324,1
1a7e9f62-3033-4d25-ba1a-3acfaa190811,20_0,0.0040418957,0,0.0040418957,0
18503057,1161_0,0.13079244,0,0.3807473,0
18503057,1161_317,0.3807473,0,0.3807473,0
financebench_id_00999,2238_0,0.039239723,0,0.21814525,0
financebench_id_00999,2238_332,0.21814525,0,0.21814525,0
fda62fc8-4818-4d2b-b577-e2930ba8188c,542_0,0.9913351,1,0.9913351,1
financebench_id_08367,2562_0,0.63679445,1,0.6863253,1
financebench_id_08367,2562_326,0.6863253,1,0.6863253,1
financebench_id_06716,2433_0,0.47714224,0,0.47746298,0
financebench_id_06716,2433_285,0.47746298,0,0.47746298,0
financebench_id_06716,2433_570,0.4211318,0,0.47746298,0
16898,3806_0,0.9970324,1,0.9970324,1
16898,3806_193,0.9967019,1,0.9970324,1
15343,3571_0,0.024659915,0,0.024659915,0
financebench_id_06245,2453_0,0.52449304,1,0.52449304,1
financebench_id_06245,2453_325,0.49353585,0,0.52449304,1
financebench_id_06350,2612_0,0.52577794,1,0.52577794,1
financebench_id_06350,2612_341,0.48710108,0,0.52577794,1
financebench_id_08401,2457_0,0.37229618,0,0.37229618,0
financebench_id_08401,2457_316,0.2485736,0,0.37229618,0
17399,3875_0,0.8020879,1,0.8020879,1
financebench_id_09029,2431_0,0.47728243,0,0.47728243,0
financebench_id_05924,2972_0,0.5249065,1,0.5249065,1
15000338,1087_0,0.43840048,0,0.43840048,0
17724290,1795_0,0.9662706,1,0.9662706,1
17724290,1795_320,0.8452581,1,0.9662706,1
15174,3540_0,0.99725,1,0.99725,1
9bf433b7-aad1-4db4-80f7-03e708a32e79,378_0,0.0018762989,0,0.0018762989,0
26921215,1748_0,0.19219357,0,0.19219357,0
14970115,1250_0,0.9687575,1,0.9687575,1
66a854ab-df50-4e97-b622-5a8692624bde,317_0,0.0025193058,0,0.0025193058,0
financebench_id_08264,2382_0,0.55059034,1,0.55059034,1
financebench_id_08264,2382_291,0.54252607,1,0.55059034,1
financebench_id_08264,2382_582,0.53562313,1,0.55059034,1
financebench_id_10036,2679_0,0.5558156,1,0.57508063,1
financebench_id_10036,2679_308,0.57508063,1,0.57508063,1
financebench_id_10036,2679_616,0.5402552,1,0.57508063,1
12557,3137_0,0.99460524,1,0.9968142,1
12557,3137_214,0.9968142,1,0.9968142,1
financebench_id_10238,2012_0,0.49906084,0,0.49906084,0
17758,3898_0,0.9279522,1,0.97114235,1
17758,3898_139,0.93746954,1,0.97114235,1
17758,3898_278,0.97114235,1,0.97114235,1
13105,3199_0,0.92970824,1,0.9536561,1
13105,3199_130,0.86191654,1,0.9536561,1
13105,3199_260,0.89093864,1,0.9536561,1
13105,3199_390,0.9536561,1,0.9536561,1
financebench_id_08798,2708_0,0.51249635,1,0.51249635,1
financebench_id_08798,2708_340,0.45872694,0,0.51249635,1
12299,3077_0,0.9978255,1,0.9978255,1
183173e7-1c40-4ea2-9d47-14dcb2ee78ae,844_0,0.9924419,1,0.9924419,1
11729377,1559_0,0.8184453,1,0.8184453,1
11729377,1559_285,0.7645984,1,0.8184453,1
11064345,1686_0,0.16891217,0,0.26644203,0
11064345,1686_318,0.26644203,0,0.26644203,0
financebench_id_05548,2611_0,0.5423879,1,0.55962765,1
financebench_id_05548,2611_309,0.55962765,1,0.55962765,1
financebench_id_05548,2611_618,0.5569892,1,0.55962765,1
financebench_id_05548,2611_927,0.53085554,1,0.55962765,1
financebench_id_05548,2611_1236,0.49672565,0,0.55962765,1
13157,3221_0,0.8561815,1,0.8561815,1
e9a97fb5-ffde-4877-af7a-b030a8b0bfa2,379_0,0.699787,1,0.699787,1
26774179,1451_0,0.26995972,0,0.26995972,0
26774179,1451_242,0.25886956,0,0.26995972,0
20632492,1458_0,0.430766,0,0.6367926,1
20632492,1458_322,0.6367926,1,0.6367926,1
financebench_id_02530,2716_0,0.83191425,1,0.83191425,1
17759,3899_0,0.9897141,1,0.99675024,1
17759,3899_300,0.99675024,1,0.99675024,1
16556668,1210_0,0.9122138,1,0.9374937,1
16556668,1210_295,0.9374937,1,0.9374937,1
46b19b58-d4ca-46a3-905a-9e2662212ab1,659_0,0.9929796,1,0.9929796,1
20065626,1128_0,0.9435061,1,0.9435061,1
bbc3aa7b-2306-4c02-bfdb-654e7ef0724c,797_0,0.99556196,1,0.99556196,1
17551944,1015_0,0.7398441,1,0.7398441,1
97e09663-7458-452a-9734-225caf62be1b,160_0,0.15681794,0,0.15681794,0
financebench_id_07219,2996_0,0.4969935,0,0.4969935,0
financebench_id_07219,2996_346,0.47577313,0,0.4969935,0
20831751,1776_0,0.7381009,1,0.7381009,1
financebench_id_00873,2937_0,0.46506992,0,0.46506992,0
financebench_id_07621,2267_0,0.52008957,1,0.52008957,1
financebench_id_05494,2241_0,0.50708157,1,0.50708157,1
financebench_id_05494,2241_344,0.49631515,0,0.50708157,1
24456863,1225_0,0.98197466,1,0.98197466,1
24456863,1225_271,0.94534165,1,0.98197466,1
24bdab7d-0a24-47d2-90ec-a83a38fa9a9f,262_0,0.0017187137,0,0.0017187137,0
2acc9cfc-ed29-43f4-acd5-d5dcd0af75fd,535_0,0.9768565,1,0.9768565,1
16418,3728_0,0.009666686,0,0.009950859,0
16418,3728_47,0.009950859,0,0.009950859,0
16418,3728_94,0.0072719115,0,0.009950859,0
16418,3728_141,0.006306516,0,0.009950859,0
16418,3728_188,0.0048989463,0,0.009950859,0
financebench_id_06668,2400_0,0.6381288,1,0.6381288,1
financebench_id_06668,2400_326,0.6001908,1,0.6381288,1
financebench_id_06668,2400_652,0.59032726,1,0.6381288,1
financebench_id_06668,2400_978,0.5434582,1,0.6381288,1
16857795,1995_0,0.9393852,1,0.9393852,1
13468,3292_0,0.36842707,0,0.36842707,0
13468,3292_221,0.24859111,0,0.36842707,0
54e4c873-9411-452f-8e36-252f9a482614,959_0,0.24170783,0,0.24170783,0
15246210,1402_0,0.92615455,1,0.92615455,1
17283,3867_0,0.8742658,1,0.99535865,1
17283,3867_286,0.99535865,1,0.99535865,1
5c28045f-f3ef-4927-9102-9f11f9d1cf7c,400_0,0.23272419,0,0.23272419,0
financebench_id_05115,2769_0,0.5117524,1,0.5117524,1
financebench_id_05115,2769_345,0.4885321,0,0.5117524,1
68f9daad-e0bd-4980-97f6-98e12c1623c0,566_0,0.4125407,0,0.4125407,0
25443020,1663_0,0.9428715,1,0.9428715,1
25443020,1663_295,0.7852219,1,0.9428715,1
dd02d07b-e7ba-44ed-b110-d9bbc0ec3716,906_0,0.2789859,0,0.2789859,0
cd7ee9cd-a91c-491a-bce8-2b3e8f87fd9b,760_0,0.992761,1,0.992761,1
14199,3369_0,0.9934261,1,0.9934261,1
14199,3369_211,0.98876697,1,0.9934261,1
financebench_id_08514,2774_0,0.50802535,1,0.50802535,1
financebench_id_08514,2774_311,0.5074521,1,0.50802535,1
financebench_id_08514,2774_622,0.4768453,0,0.50802535,1
18258429,1800_0,0.97352964,1,0.97352964,1
18258429,1800_314,0.82957214,1,0.97352964,1
15462,3582_0,0.9975981,1,0.9976809,1
15462,3582_247,0.9976809,1,0.9976809,1
financebench_id_06729,2371_0,0.71368754,1,0.7344632,1
financebench_id_06729,2371_323,0.7344632,1,0.7344632,1
16956164,1511_0,0.52256584,1,0.52256584,1
15485,3593_0,0.9940566,1,0.9940566,1
15485,3593_209,0.97456,1,0.9940566,1
15485,3593_418,0.98510563,1,0.9940566,1
16878,3792_0,0.995895,1,0.995895,1
16878,3792_155,0.97870195,1,0.995895,1
16878,3792_310,0.9937012,1,0.995895,1
27359351,1487_0,0.9328721,1,0.9328721,1
e97aa1ab-0fbe-4177-8248-fece7c7c9378,823_0,0.99589914,1,0.99589914,1
financebench_id_07983,2482_0,0.74457574,1,0.74457574,1
financebench_id_07174,2943_0,0.5400203,1,0.5559771,1
financebench_id_07174,2943_320,0.54653245,1,0.5559771,1
financebench_id_07174,2943_640,0.5559771,1,0.5559771,1
financebench_id_07174,2943_960,0.53533465,1,0.5559771,1
financebench_id_07174,2943_1280,0.5359896,1,0.5559771,1
financebench_id_07174,2943_1600,0.4761045,0,0.5559771,1
financebench_id_08830,2056_0,0.4747537,0,0.4747537,0
7a47cc56-0918-4092-b2f3-e84f7aa619c4,794_0,0.9865682,1,0.9865682,1
7a47cc56-0918-4092-b2f3-e84f7aa619c4,794_368,0.98422194,1,0.9865682,1
99a1b8be-8e8b-4e6c-a69d-5aacaa02f05c,549_0,0.93583775,1,0.93583775,1
financebench_id_10031,2384_0,0.51442397,1,0.51442397,1
16906,3814_0,0.9087652,1,0.9087652,1
financebench_id_07474,2332_0,0.51692593,1,0.5175723,1
financebench_id_07474,2332_327,0.5175723,1,0.5175723,1
financebench_id_07474,2332_654,0.5112639,1,0.5175723,1
financebench_id_07474,2332_981,0.46173128,0,0.5175723,1
814192dd-b1d1-4f04-a095-725bf04ad180,632_0,0.9812414,1,0.9812414,1
financebench_id_08965,2727_0,0.6446922,1,0.69030565,1
financebench_id_08965,2727_312,0.69030565,1,0.69030565,1
09a196c3-f6b8-48d6-b7f7-caf4df4a4113,269_0,0.0037267122,0,0.0037267122,0
financebench_id_03956,2549_0,0.5656679,1,0.5951778,1
financebench_id_03956,2549_330,0.5951778,1,0.5951778,1
financebench_id_01669,2213_0,0.64698786,1,0.64698786,1
financebench_id_04757,2867_0,0.7667669,1,0.7667669,1
financebench_id_08752,2531_0,0.48870766,0,0.48870766,0
financebench_id_08752,2531_318,0.48597056,0,0.48870766,0
financebench_id_08752,2531_636,0.44535235,0,0.48870766,0
financebench_id_07385,2894_0,0.5161707,1,0.69007623,1
financebench_id_07385,2894_352,0.69007623,1,0.69007623,1
23238923,1456_0,0.93387645,1,0.93387645,1
23238923,1456_284,0.68637764,1,0.93387645,1
16774,3778_0,0.3942377,0,0.3942377,0
16774,3778_177,0.28327408,0,0.3942377,0
7e02c03b-c4cb-45a0-b927-7821cdbf5168,655_0,0.95786446,1,0.95786446,1
7e02c03b-c4cb-45a0-b927-7821cdbf5168,655_353,0.9127351,1,0.95786446,1
25520328,1134_0,0.57997054,1,0.59457487,1
25520328,1134_299,0.59457487,1,0.59457487,1
059a3145-92b8-4dc3-9444-069c74d16a4b,812_0,0.9931277,1,0.9931277,1
16153,3715_0,0.98712105,1,0.98712105,1
20941651,1172_0,0.7423802,1,0.7423802,1
financebench_id_05316,2823_0,0.58597827,1,0.58597827,1
13444,3286_0,0.96199554,1,0.96199554,1
13444,3286_171,0.7920823,1,0.96199554,1
13444,3286_342,0.17804709,0,0.96199554,1
16483579,1278_0,0.89302546,1,0.89302546,1
7acfadd1-bb41-417d-85e7-8a301f970fd5,369_0,0.0031496002,0,0.0031496002,0
5557891f-7dc1-4f97-9cba-eb941c0e339d,112_0,0.0018440745,0,0.0018440745,0
23698732,1972_0,0.9608779,1,0.9608779,1
9a23e3a2-d1d4-46a7-b5ea-57f45850f0e3,953_0,0.18660508,0,0.6191679,1
9a23e3a2-d1d4-46a7-b5ea-57f45850f0e3,953_363,0.6191679,1,0.6191679,1
financebench_id_05346,2803_0,0.5035182,1,0.5035182,1
financebench_id_05346,2803_347,0.4928341,0,0.5035182,1
16565,3755_0,0.9976393,1,0.9976393,1
12619,3145_0,0.9967957,1,0.9967957,1
financebench_id_00849,2248_0,0.108591184,0,0.3989494,0
financebench_id_00849,2248_347,0.14939071,0,0.3989494,0
financebench_id_00849,2248_694,0.3989494,0,0.3989494,0
c952a52d-9c56-47cf-89a0-8f249a2e4992,197_0,0.0018639038,0,0.0018639038,0
16797,3783_0,0.0075469767,0,0.0075469767,0
16797,3783_165,0.005297966,0,0.0075469767,0
financebench_id_02084,2753_0,0.41917992,0,0.41917992,0
financebench_id_06016,2732_0,0.531063,1,0.531063,1
financebench_id_06016,2732_315,0.5242974,1,0.531063,1
financebench_id_06016,2732_630,0.5011925,1,0.531063,1
financebench_id_06193,2143_0,0.38056928,0,0.38056928,0
financebench_id_06193,2143_312,0.23396097,0,0.38056928,0
16775,3779_0,0.7008379,1,0.7008379,1
financebench_id_04709,2289_0,0.5019895,1,0.5019895,1
financebench_id_04709,2289_306,0.49661985,0,0.5019895,1
financebench_id_04709,2289_612,0.4634323,0,0.5019895,1
dcd0d4cf-d636-458f-84b0-66875c720023,640_0,0.99362344,1,0.99362344,1
financebench_id_09458,2516_0,0.55928886,1,0.55928886,1
25166298,1471_0,0.95934206,1,0.95934206,1
6e568055-d710-4474-8eec-26bb0dfc5124,984_0,0.35344023,0,0.35344023,0
financebench_id_03965,2593_0,0.5260316,1,0.5260316,1
financebench_id_03965,2593_318,0.5144893,1,0.5260316,1
financebench_id_03965,2593_636,0.5234716,1,0.5260316,1
financebench_id_03965,2593_954,0.5086873,1,0.5260316,1
financebench_id_03965,2593_1272,0.4931145,0,0.5260316,1
financebench_id_01958,2372_0,0.50689244,1,0.50689244,1
896f8bf7-8fa4-4a48-8dd0-7e911eccfe4c,206_0,0.0016404229,0,0.0016404229,0
13153,3217_0,0.9960025,1,0.9960025,1
26944117,1411_0,0.9777724,1,0.9777724,1
26944117,1411_320,0.9516165,1,0.9777724,1
14296,3394_0,0.34395334,0,0.34395334,0
14296,3394_256,0.30236465,0,0.34395334,0
26728088,1883_0,0.06659596,0,0.12590413,0
26728088,1883_292,0.12590413,0,0.12590413,0
ed3e7bd3-78f5-4ad3-b0af-cadcdacf99d6,470_0,0.35245642,0,0.35245642,0
90167be8-fae9-4b86-b242-ddba3319d6ef,64_0,0.14642946,0,0.14642946,0
financebench_id_01022,2082_0,0.48929578,0,0.6098375,1
financebench_id_01022,2082_347,0.6098375,1,0.6098375,1
financebench_id_08831,2478_0,0.5396361,1,0.5396361,1
financebench_id_00441,2355_0,0.47970623,0,0.47970623,0
17063,3833_0,0.18999474,0,0.18999474,0
0a0ff3fd-7489-4102-a41b-191cea40458c,153_0,0.002108915,0,0.002108915,0
0a0ff3fd-7489-4102-a41b-191cea40458c,153_350,0.0016366133,0,0.002108915,0
19302255,1897_0,0.95856297,1,0.95856297,1
00aea763-fa4c-4ed2-b06f-07a72a8b2674,685_0,0.71165866,1,0.71165866,1
financebench_id_01959,2592_0,0.55890197,1,0.55890197,1
26941538,1751_0,0.9496969,1,0.9496969,1
ad522de7-f0cd-495b-b0ce-b81457f24187,279_0,0.22356881,0,0.52713454,1
ad522de7-f0cd-495b-b0ce-b81457f24187,279_367,0.52713454,1,0.52713454,1
0420a4f4-fc96-4436-a6c7-fc799f0f6acd,187_0,0.0017946792,0,0.0017946792,0
5e0c6cb9-ba30-4f92-bd26-b2bca9b7893e,762_0,0.9956606,1,0.9956606,1
bcf54b9b-03b0-4e4f-af05-510c146be791,769_0,0.9790694,1,0.9790694,1
26061619,1470_0,0.78105783,1,0.78105783,1
15689,3623_0,0.43908507,0,0.9166503,1
15689,3623_234,0.9166503,1,0.9166503,1
ed11e092-ed66-49a9-a3c1-d611b9f4d1ad,750_0,0.99172467,1,0.99172467,1
financebench_id_07419,2363_0,0.56357765,1,0.56357765,1
financebench_id_07419,2363_334,0.5309027,1,0.56357765,1
23902985,1683_0,0.106806405,0,0.106806405,0
financebench_id_09664,2095_0,0.49667984,0,0.49667984,0
financebench_id_09664,2095_341,0.46366626,0,0.49667984,0
financebench_id_04675,2667_0,0.50991404,1,0.51192427,1
financebench_id_04675,2667_322,0.51192427,1,0.51192427,1
financebench_id_04675,2667_644,0.49901953,0,0.51192427,1
financebench_id_04675,2667_966,0.44314483,0,0.51192427,1
financebench_id_04212,2309_0,0.5157514,1,0.5157514,1
financebench_id_04212,2309_332,0.4845762,0,0.5157514,1
financebench_id_06785,2509_0,0.50498503,1,0.50498503,1
financebench_id_06785,2509_334,0.43671998,0,0.50498503,1
25463823,1702_0,0.20995979,0,0.20995979,0
financebench_id_07272,2184_0,0.5216583,1,0.5216583,1
financebench_id_07272,2184_346,0.47810948,0,0.5216583,1
13493,3299_0,0.9963404,1,0.9963404,1
13493,3299_202,0.9935982,1,0.9963404,1
13741,3319_0,0.9976903,1,0.9976903,1
financebench_id_05742,2915_0,0.49491042,0,0.4973739,0
financebench_id_05742,2915_342,0.4973739,0,0.4973739,0
financebench_id_05742,2915_684,0.4441966,0,0.4973739,0
c9686f33-a177-4f95-8436-9310d672e406,315_0,0.0016811048,0,0.0016811048,0
financebench_id_03553,2326_0,0.57830006,1,0.57830006,1
financebench_id_03553,2326_291,0.5441082,1,0.57830006,1
financebench_id_03554,2016_0,0.5185547,1,0.5185547,1
financebench_id_03554,2016_301,0.51646245,1,0.5185547,1
financebench_id_03554,2016_602,0.47323707,0,0.5185547,1
21663658,1461_0,0.63552237,1,0.63552237,1
13532,3302_0,0.8542483,1,0.8542483,1
13139,3215_0,0.8133554,1,0.8253541,1
13139,3215_145,0.8253541,1,0.8253541,1
financebench_id_10449,2982_0,0.42528632,0,0.42528632,0
financebench_id_10449,2982_300,0.3152244,0,0.42528632,0
13465,3289_0,0.9828745,1,0.9828745,1
13465,3289_284,0.7097488,1,0.9828745,1
financebench_id_00571,2409_0,0.59922564,1,0.76207674,1
financebench_id_00571,2409_349,0.559878,1,0.76207674,1
financebench_id_00571,2409_698,0.76207674,1,0.76207674,1
ba8d4956-77d8-49df-ba6f-90eb7f579f8d,994_0,0.64861596,1,0.64861596,1
17375706,1860_0,0.97124195,1,0.97124195,1
f16c0ee7-f131-4a8b-a6ac-4d275ea68066,46_0,0.23322958,0,0.23322958,0
16466,3740_0,0.6838876,1,0.6838876,1
financebench_id_03613,2484_0,0.5185391,1,0.5301346,1
financebench_id_03613,2484_328,0.5301346,1,0.5301346,1
financebench_id_03613,2484_656,0.5220032,1,0.5301346,1
financebench_id_03613,2484_984,0.5006096,1,0.5301346,1
financebench_id_06062,2640_0,0.7253812,1,0.74522126,1
financebench_id_06062,2640_319,0.7043268,1,0.74522126,1
financebench_id_06062,2640_638,0.63782305,1,0.74522126,1
financebench_id_06062,2640_957,0.74522126,1,0.74522126,1
18751465,1853_0,0.9709499,1,0.9709499,1
20607217,1775_0,0.34771475,0,0.4297444,0
20607217,1775_336,0.4297444,0,0.4297444,0
25401746,1895_0,0.9602927,1,0.96985966,1
25401746,1895_273,0.96985966,1,0.96985966,1
24c508bf-367b-44ac-960e-eb974ff1afd7,613_0,0.9782485,1,0.9782485,1
15475453,1880_0,0.08356164,0,0.08356164,0
14743,3463_0,0.99596196,1,0.99596196,1
78f47611-5119-42dc-af43-f40dcfd6fe96,8_0,0.16645847,0,0.16645847,0
financebench_id_02038,2918_0,0.38675344,0,0.38675344,0
17624643,1300_0,0.96380246,1,0.96380246,1
10565749,1698_0,0.8963,1,0.8963,1
financebench_id_08148,2136_0,0.40187916,0,0.40187916,0
financebench_id_08148,2136_314,0.36338422,0,0.40187916,0
financebench_id_08148,2136_628,0.21788442,0,0.40187916,0
19077458,1492_0,0.91865134,1,0.91865134,1
23347337,1053_0,0.69294435,1,0.69294435,1
bbd452c6-f047-4f57-97a0-9608d255846a,21_0,0.0042561362,0,0.0042561362,0
13043,3191_0,0.8202464,1,0.9883986,1
13043,3191_131,0.95968825,1,0.9883986,1
13043,3191_262,0.9883986,1,0.9883986,1
financebench_id_09389,2171_0,0.5140781,1,0.5140781,1
17912373,1190_0,0.8917311,1,0.8917311,1
4eff52f2-f240-4cc4-a97d-b3f6305f5dbb,472_0,0.46355394,0,0.46355394,0
financebench_id_09249,2243_0,0.61704284,1,0.61704284,1
205b0d70-82cd-4dff-8045-acd0550f2dc6,527_0,0.9893114,1,0.9893114,1
2500b5ab-4b76-454a-8a03-01873e6bffd1,534_0,0.99431854,1,0.99431854,1
financebench_id_02466,2148_0,0.77463436,1,0.77463436,1
13138,3214_0,0.97711664,1,0.99416465,1
13138,3214_78,0.99077344,1,0.99416465,1
13138,3214_156,0.9917523,1,0.99416465,1
13138,3214_234,0.99416465,1,0.99416465,1
13744,3322_0,0.8055621,1,0.8055621,1
9142039,1008_0,0.911196,1,0.911196,1
9142039,1008_311,0.79053783,1,0.911196,1
03074e4c-5e32-4625-8934-78dec716e3f1,852_0,0.991381,1,0.991381,1
financebench_id_06132,2897_0,0.5168111,1,0.5251318,1
financebench_id_06132,2897_289,0.5251318,1,0.5251318,1
financebench_id_06132,2897_578,0.5119922,1,0.5251318,1
financebench_id_06132,2897_867,0.47510558,0,0.5251318,1
16507,3745_0,0.43415672,0,0.43415672,0
2b33e8e3-061b-47c6-8584-f66dcaec6d1f,330_0,0.00347895,0,0.00347895,0
2b33e8e3-061b-47c6-8584-f66dcaec6d1f,330_359,0.0029864924,0,0.00347895,0
26471488,1012_0,0.10403669,0,0.28376415,0
26471488,1012_330,0.28376415,0,0.28376415,0
financebench_id_02844,2827_0,0.6570664,1,0.69290346,1
financebench_id_02844,2827_333,0.69290346,1,0.69290346,1
23837454,1641_0,0.13815078,0,0.13815078,0
27261559,1293_0,0.92432773,1,0.92432773,1
9175815,1126_0,0.943342,1,0.943342,1
9175815,1126_325,0.9049534,1,0.943342,1
16936,3820_0,0.9812874,1,0.99259347,1
16936,3820_190,0.99259347,1,0.99259347,1
13912,3328_0,0.4344879,0,0.4344879,0
23826518,1871_0,0.9774563,1,0.9774563,1
financebench_id_07077,2826_0,0.53370655,1,0.53370655,1
financebench_id_07077,2826_328,0.5256913,1,0.53370655,1
financebench_id_07077,2826_656,0.51366025,1,0.53370655,1
financebench_id_00470,2668_0,0.16622713,0,0.34868357,0
financebench_id_00470,2668_332,0.34868357,0,0.34868357,0
financebench_id_04050,2099_0,0.52740514,1,0.52740514,1
financebench_id_04050,2099_330,0.5125592,1,0.52740514,1
16893,3801_0,0.6995717,1,0.6995717,1
23362302,1758_0,0.9745179,1,0.9745179,1
financebench_id_01196,2739_0,0.45006123,0,0.45006123,0
26852225,1577_0,0.038272254,0,0.038272254,0
financebench_id_03634,2889_0,0.60339105,1,0.60339105,1
financebench_id_03634,2889_322,0.55090654,1,0.60339105,1
financebench_id_03634,2889_644,0.5450919,1,0.60339105,1
financebench_id_03634,2889_966,0.54733276,1,0.60339105,1
41ceae2f-706f-4422-abaa-39873c203a63,146_0,0.0020523737,0,0.0020523737,0
14805,3489_0,0.087488644,0,0.087488644,0
fa8b2cbd-06ed-44a9-bfd8-8e13b789b0cf,91_0,0.003999119,0,0.003999119,0
financebench_id_06584,2908_0,0.5229957,1,0.5229957,1
financebench_id_06584,2908_342,0.49430212,0,0.5229957,1
financebench_id_00162,2470_0,0.4933486,0,0.4933486,0
financebench_id_00162,2470_330,0.47154158,0,0.4933486,0
27068707,1441_0,0.811766,1,0.94013166,1
27068707,1441_301,0.94013166,1,0.94013166,1
12012,3006_0,0.99160516,1,0.9918467,1
12012,3006_229,0.9918467,1,0.9918467,1
financebench_id_02905,2630_0,0.5311775,1,0.5311775,1
financebench_id_02905,2630_341,0.5029644,1,0.5311775,1
financebench_id_07346,2855_0,0.5362585,1,0.5362585,1
financebench_id_05086,2790_0,0.5071881,1,0.51420015,1
financebench_id_05086,2790_285,0.51420015,1,0.51420015,1
financebench_id_05086,2790_570,0.47954354,0,0.51420015,1
27379395,1106_0,0.17231236,0,0.32685405,0
27379395,1106_319,0.32685405,0,0.32685405,0
23574760,1659_0,0.20128343,0,0.20128343,0
284dae0c-53fa-4b20-8162-37028792481c,98_0,0.34034592,0,0.6179731,1
284dae0c-53fa-4b20-8162-37028792481c,98_362,0.6179731,1,0.6179731,1
107a4dce-b052-4cae-a2ad-d018ece621c2,103_0,0.46074283,0,0.46074283,0
4600e413-5dc2-480f-a561-631214c52782,22_0,0.25188354,0,0.25188354,0
9b2e5633-cd00-4483-87a0-4583b636371f,801_0,0.9829049,1,0.9829049,1
financebench_id_02598,2279_0,0.5165432,1,0.5165432,1
financebench_id_02598,2279_330,0.50908756,1,0.5165432,1
financebench_id_02598,2279_660,0.4806991,0,0.5165432,1
financebench_id_01478,2076_0,0.27473795,0,0.27473795,0
21352264,1608_0,0.09503317,0,0.33002684,0
21352264,1608_295,0.33002684,0,0.33002684,0
ecd22d8e-a20a-4517-9eca-3022d0a1e62f,127_0,0.0016734971,0,0.0016734971,0
14134,3364_0,0.10437467,0,0.10437467,0
22309212,1927_0,0.89224666,1,0.89224666,1
31b36417-aad1-412c-b0e5-9c1faaed233f,4_0,0.14609799,0,0.14609799,0
02fe6c20-99f9-4bfb-8256-5acfda79cddf,466_0,0.0032218916,0,0.0032218916,0
financebench_id_09901,2508_0,0.5150272,1,0.5150272,1
financebench_id_05571,2977_0,0.536424,1,0.536424,1
financebench_id_05571,2977_306,0.52224815,1,0.536424,1
financebench_id_05571,2977_612,0.52986866,1,0.536424,1
financebench_id_05571,2977_918,0.5098214,1,0.536424,1
15466,3586_0,0.9831911,1,0.9960532,1
15466,3586_218,0.9960532,1,0.9960532,1
43a3d918-2f8f-4b24-9f03-a7052902c8a3,918_0,0.59690976,1,0.59690976,1
financebench_id_01916,2408_0,0.41711292,0,0.41711292,0
financebench_id_07547,2383_0,0.49832034,0,0.49832034,0
2737d50d-ea29-41ba-8b20-54e6d1bdab0a,997_0,0.37402025,0,0.37402025,0
cad26fc0-b232-4a79-9459-2f8509b67e9c,894_0,0.9862926,1,0.9862926,1
2d55d8e7-cc38-4db0-be01-61a6a8c28839,263_0,0.0033737365,0,0.0033737365,0
14099,3359_0,0.9967775,1,0.9967775,1
24884452,1981_0,0.33866227,0,0.33866227,0
17390095,1971_0,0.18149754,0,0.18149754,0
3c983147-6fd2-4d6e-969f-ff1770d3d212,969_0,0.523213,1,0.523213,1
23684751,1477_0,0.9260293,1,0.9260293,1
23684751,1477_313,0.8765401,1,0.9260293,1
e3301aaf-848e-44a1-b76a-20791ef6c55d,860_0,0.98776037,1,0.98776037,1
financebench_id_02979,2730_0,0.52619773,1,0.52803063,1
financebench_id_02979,2730_325,0.52803063,1,0.52803063,1
financebench_id_02979,2730_650,0.5193864,1,0.52803063,1
financebench_id_02979,2730_975,0.4584563,0,0.52803063,1
financebench_id_06140,2752_0,0.5023117,1,0.5060503,1
financebench_id_06140,2752_328,0.5060503,1,0.5060503,1
financebench_id_06140,2752_656,0.5034192,1,0.5060503,1
financebench_id_06140,2752_984,0.481875,0,0.5060503,1
4e968686-319f-4d94-b490-652220cf1575,313_0,0.0025792157,0,0.0025792157,0
12460,3112_0,0.08739048,0,0.10593446,0
12460,3112_47,0.10593446,0,0.10593446,0
12460,3112_94,0.094612,0,0.10593446,0
12460,3112_141,0.09556266,0,0.10593446,0
12460,3112_188,0.104066744,0,0.10593446,0
21346095,1386_0,0.8592496,1,0.8592496,1
b95e844a-ec8c-4587-8a19-37b9907c2620,820_0,0.98725337,1,0.98725337,1
12071,3029_0,0.99594146,1,0.99594146,1
fd37e49d-1f0a-419b-ade5-71230f2a339d,161_0,0.0018790934,0,0.0018790934,0
15456,3576_0,0.9977794,1,0.9977794,1
financebench_id_00154,2951_0,0.4960548,0,0.4960548,0
financebench_id_09949,2154_0,0.5497716,1,0.56505257,1
financebench_id_09949,2154_335,0.56505257,1,0.56505257,1
financebench_id_09949,2154_670,0.5378817,1,0.56505257,1
14689,3445_0,0.9951342,1,0.9980844,1
14689,3445_291,0.9980844,1,0.9980844,1
financebench_id_09420,2642_0,0.5255284,1,0.5255284,1
financebench_id_09420,2642_329,0.49366045,0,0.5255284,1
financebench_id_07328,2426_0,0.4926523,0,0.4926523,0
financebench_id_07328,2426_334,0.4787855,0,0.4926523,0
financebench_id_07328,2426_668,0.47799343,0,0.4926523,0
f466f6ff-52c1-41d2-aabf-45adc57527fa,119_0,0.002437855,0,0.002437855,0
15463,3583_0,0.9962613,1,0.9962613,1
16156,3718_0,0.97298765,1,0.97298765,1
15482,3590_0,0.99710256,1,0.99710256,1
