test_case_id,chunk_id,pred_prob,pred_label,max_pred_prob,example_pred_label,true_label,source_ds,source
e9a97fb5-ffde-4877-af7a-b030a8b0bfa2,379_0,0.699787,1,0.699787,1,0,DROP,halubench
26774179,1451_0,0.26995972,0,0.26995972,0,1,pubmedQA,halubench
20632492,1458_0,0.430766,0,0.6367926,1,1,pubmedQA,halubench
financebench_id_02530,2716_0,0.83191425,1,0.83191425,1,1,FinanceBench,halubench
17759,3899_0,0.9897141,1,0.99675024,1,1,RAGTruth,halubench
16556668,1210_0,0.9122138,1,0.9374937,1,1,pubmedQA,halubench
46b19b58-d4ca-46a3-905a-9e2662212ab1,659_0,0.9929796,1,0.9929796,1,1,DROP,halubench
20065626,1128_0,0.9435061,1,0.9435061,1,1,pubmedQA,halubench
bbc3aa7b-2306-4c02-bfdb-654e7ef0724c,797_0,0.99556196,1,0.99556196,1,1,DROP,halubench
17551944,1015_0,0.7398441,1,0.7398441,1,1,pubmedQA,halubench
97e09663-7458-452a-9734-225caf62be1b,160_0,0.15681794,0,0.15681794,0,0,DROP,halubench
financebench_id_07219,2996_0,0.4969935,0,0.4969935,0,1,FinanceBench,halubench
20831751,1776_0,0.7381009,1,0.7381009,1,0,pubmedQA,halubench
financebench_id_00873,2937_0,0.46506992,0,0.46506992,0,1,FinanceBench,halubench
financebench_id_07621,2267_0,0.52008957,1,0.52008957,1,0,FinanceBench,halubench
financebench_id_05494,2241_0,0.50708157,1,0.50708157,1,0,FinanceBench,halubench
24456863,1225_0,0.98197466,1,0.98197466,1,1,pubmedQA,halubench
24bdab7d-0a24-47d2-90ec-a83a38fa9a9f,262_0,0.0017187137,0,0.0017187137,0,0,DROP,halubench
2acc9cfc-ed29-43f4-acd5-d5dcd0af75fd,535_0,0.9768565,1,0.9768565,1,1,DROP,halubench
16418,3728_0,0.009666686,0,0.009950859,0,0,RAGTruth,halubench
financebench_id_06668,2400_0,0.6381288,1,0.6381288,1,0,FinanceBench,halubench
16857795,1995_0,0.9393852,1,0.9393852,1,0,pubmedQA,halubench
13468,3292_0,0.36842707,0,0.36842707,0,1,RAGTruth,halubench
54e4c873-9411-452f-8e36-252f9a482614,959_0,0.24170783,0,0.24170783,0,1,DROP,halubench
15246210,1402_0,0.92615455,1,0.92615455,1,1,pubmedQA,halubench
17283,3867_0,0.8742658,1,0.99535865,1,0,RAGTruth,halubench
5c28045f-f3ef-4927-9102-9f11f9d1cf7c,400_0,0.23272419,0,0.23272419,0,0,DROP,halubench
financebench_id_05115,2769_0,0.5117524,1,0.5117524,1,1,FinanceBench,halubench
68f9daad-e0bd-4980-97f6-98e12c1623c0,566_0,0.4125407,0,0.4125407,0,1,DROP,halubench
25443020,1663_0,0.9428715,1,0.9428715,1,0,pubmedQA,halubench
dd02d07b-e7ba-44ed-b110-d9bbc0ec3716,906_0,0.2789859,0,0.2789859,0,1,DROP,halubench
cd7ee9cd-a91c-491a-bce8-2b3e8f87fd9b,760_0,0.992761,1,0.992761,1,1,DROP,halubench
14199,3369_0,0.9934261,1,0.9934261,1,1,RAGTruth,halubench
financebench_id_08514,2774_0,0.50802535,1,0.50802535,1,1,FinanceBench,halubench
18258429,1800_0,0.97352964,1,0.97352964,1,0,pubmedQA,halubench
15462,3582_0,0.9975981,1,0.9976809,1,1,RAGTruth,halubench
financebench_id_06729,2371_0,0.71368754,1,0.7344632,1,0,FinanceBench,halubench
16956164,1511_0,0.52256584,1,0.52256584,1,0,pubmedQA,halubench
15485,3593_0,0.9940566,1,0.9940566,1,0,RAGTruth,halubench
16878,3792_0,0.995895,1,0.995895,1,1,RAGTruth,halubench
27359351,1487_0,0.9328721,1,0.9328721,1,1,pubmedQA,halubench
e97aa1ab-0fbe-4177-8248-fece7c7c9378,823_0,0.99589914,1,0.99589914,1,1,DROP,halubench
financebench_id_07983,2482_0,0.74457574,1,0.74457574,1,0,FinanceBench,halubench
financebench_id_07174,2943_0,0.5400203,1,0.5559771,1,1,FinanceBench,halubench
financebench_id_08830,2056_0,0.4747537,0,0.4747537,0,0,FinanceBench,halubench
7a47cc56-0918-4092-b2f3-e84f7aa619c4,794_0,0.9865682,1,0.9865682,1,1,DROP,halubench
99a1b8be-8e8b-4e6c-a69d-5aacaa02f05c,549_0,0.93583775,1,0.93583775,1,1,DROP,halubench
financebench_id_10031,2384_0,0.51442397,1,0.51442397,1,0,FinanceBench,halubench
16906,3814_0,0.9087652,1,0.9087652,1,1,RAGTruth,halubench
financebench_id_07474,2332_0,0.51692593,1,0.5175723,1,0,FinanceBench,halubench
814192dd-b1d1-4f04-a095-725bf04ad180,632_0,0.9812414,1,0.9812414,1,1,DROP,halubench
financebench_id_08965,2727_0,0.6446922,1,0.69030565,1,1,FinanceBench,halubench
09a196c3-f6b8-48d6-b7f7-caf4df4a4113,269_0,0.0037267122,0,0.0037267122,0,0,DROP,halubench
financebench_id_03956,2549_0,0.5656679,1,0.5951778,1,1,FinanceBench,halubench
financebench_id_01669,2213_0,0.64698786,1,0.64698786,1,0,FinanceBench,halubench
financebench_id_04757,2867_0,0.7667669,1,0.7667669,1,1,FinanceBench,halubench
financebench_id_08752,2531_0,0.48870766,0,0.48870766,0,1,FinanceBench,halubench
financebench_id_07385,2894_0,0.5161707,1,0.69007623,1,1,FinanceBench,halubench
23238923,1456_0,0.93387645,1,0.93387645,1,1,pubmedQA,halubench
16774,3778_0,0.3942377,0,0.3942377,0,1,RAGTruth,halubench
7e02c03b-c4cb-45a0-b927-7821cdbf5168,655_0,0.95786446,1,0.95786446,1,1,DROP,halubench
25520328,1134_0,0.57997054,1,0.59457487,1,1,pubmedQA,halubench
059a3145-92b8-4dc3-9444-069c74d16a4b,812_0,0.9931277,1,0.9931277,1,1,DROP,halubench
16153,3715_0,0.98712105,1,0.98712105,1,1,RAGTruth,halubench
20941651,1172_0,0.7423802,1,0.7423802,1,1,pubmedQA,halubench
financebench_id_05316,2823_0,0.58597827,1,0.58597827,1,1,FinanceBench,halubench
13444,3286_0,0.96199554,1,0.96199554,1,1,RAGTruth,halubench
16483579,1278_0,0.89302546,1,0.89302546,1,1,pubmedQA,halubench
7acfadd1-bb41-417d-85e7-8a301f970fd5,369_0,0.0031496002,0,0.0031496002,0,0,DROP,halubench
5557891f-7dc1-4f97-9cba-eb941c0e339d,112_0,0.0018440745,0,0.0018440745,0,0,DROP,halubench
23698732,1972_0,0.9608779,1,0.9608779,1,0,pubmedQA,halubench
9a23e3a2-d1d4-46a7-b5ea-57f45850f0e3,953_0,0.18660508,0,0.6191679,1,1,DROP,halubench
financebench_id_05346,2803_0,0.5035182,1,0.5035182,1,1,FinanceBench,halubench
16565,3755_0,0.9976393,1,0.9976393,1,1,RAGTruth,halubench
12619,3145_0,0.9967957,1,0.9967957,1,1,RAGTruth,halubench
financebench_id_00849,2248_0,0.108591184,0,0.3989494,0,0,FinanceBench,halubench
c952a52d-9c56-47cf-89a0-8f249a2e4992,197_0,0.0018639038,0,0.0018639038,0,0,DROP,halubench
16797,3783_0,0.0075469767,0,0.0075469767,0,0,RAGTruth,halubench
financebench_id_02084,2753_0,0.41917992,0,0.41917992,0,1,FinanceBench,halubench
financebench_id_06016,2732_0,0.531063,1,0.531063,1,1,FinanceBench,halubench
financebench_id_06193,2143_0,0.38056928,0,0.38056928,0,0,FinanceBench,halubench
16775,3779_0,0.7008379,1,0.7008379,1,0,RAGTruth,halubench
financebench_id_04709,2289_0,0.5019895,1,0.5019895,1,0,FinanceBench,halubench
dcd0d4cf-d636-458f-84b0-66875c720023,640_0,0.99362344,1,0.99362344,1,1,DROP,halubench
financebench_id_09458,2516_0,0.55928886,1,0.55928886,1,1,FinanceBench,halubench
25166298,1471_0,0.95934206,1,0.95934206,1,1,pubmedQA,halubench
6e568055-d710-4474-8eec-26bb0dfc5124,984_0,0.35344023,0,0.35344023,0,1,DROP,halubench
financebench_id_03965,2593_0,0.5260316,1,0.5260316,1,1,FinanceBench,halubench
financebench_id_01958,2372_0,0.50689244,1,0.50689244,1,0,FinanceBench,halubench
896f8bf7-8fa4-4a48-8dd0-7e911eccfe4c,206_0,0.0016404229,0,0.0016404229,0,0,DROP,halubench
13153,3217_0,0.9960025,1,0.9960025,1,1,RAGTruth,halubench
26944117,1411_0,0.9777724,1,0.9777724,1,1,pubmedQA,halubench
14296,3394_0,0.34395334,0,0.34395334,0,1,RAGTruth,halubench
26728088,1883_0,0.06659596,0,0.12590413,0,0,pubmedQA,halubench
ed3e7bd3-78f5-4ad3-b0af-cadcdacf99d6,470_0,0.35245642,0,0.35245642,0,0,DROP,halubench
90167be8-fae9-4b86-b242-ddba3319d6ef,64_0,0.14642946,0,0.14642946,0,0,DROP,halubench
financebench_id_01022,2082_0,0.48929578,0,0.6098375,1,0,FinanceBench,halubench
financebench_id_08831,2478_0,0.5396361,1,0.5396361,1,0,FinanceBench,halubench
financebench_id_00441,2355_0,0.47970623,0,0.47970623,0,0,FinanceBench,halubench
17063,3833_0,0.18999474,0,0.18999474,0,1,RAGTruth,halubench
0a0ff3fd-7489-4102-a41b-191cea40458c,153_0,0.002108915,0,0.002108915,0,0,DROP,halubench
19302255,1897_0,0.95856297,1,0.95856297,1,0,pubmedQA,halubench
00aea763-fa4c-4ed2-b06f-07a72a8b2674,685_0,0.71165866,1,0.71165866,1,1,DROP,halubench
financebench_id_01959,2592_0,0.55890197,1,0.55890197,1,1,FinanceBench,halubench
26941538,1751_0,0.9496969,1,0.9496969,1,0,pubmedQA,halubench
ad522de7-f0cd-495b-b0ce-b81457f24187,279_0,0.22356881,0,0.52713454,1,0,DROP,halubench
0420a4f4-fc96-4436-a6c7-fc799f0f6acd,187_0,0.0017946792,0,0.0017946792,0,0,DROP,halubench
5e0c6cb9-ba30-4f92-bd26-b2bca9b7893e,762_0,0.9956606,1,0.9956606,1,1,DROP,halubench
bcf54b9b-03b0-4e4f-af05-510c146be791,769_0,0.9790694,1,0.9790694,1,1,DROP,halubench
26061619,1470_0,0.78105783,1,0.78105783,1,1,pubmedQA,halubench
15689,3623_0,0.43908507,0,0.9166503,1,1,RAGTruth,halubench
ed11e092-ed66-49a9-a3c1-d611b9f4d1ad,750_0,0.99172467,1,0.99172467,1,1,DROP,halubench
financebench_id_07419,2363_0,0.56357765,1,0.56357765,1,0,FinanceBench,halubench
23902985,1683_0,0.106806405,0,0.106806405,0,0,pubmedQA,halubench
financebench_id_09664,2095_0,0.49667984,0,0.49667984,0,0,FinanceBench,halubench
financebench_id_04675,2667_0,0.50991404,1,0.51192427,1,1,FinanceBench,halubench
financebench_id_04212,2309_0,0.5157514,1,0.5157514,1,0,FinanceBench,halubench
financebench_id_06785,2509_0,0.50498503,1,0.50498503,1,1,FinanceBench,halubench
25463823,1702_0,0.20995979,0,0.20995979,0,0,pubmedQA,halubench
financebench_id_07272,2184_0,0.5216583,1,0.5216583,1,0,FinanceBench,halubench
13493,3299_0,0.9963404,1,0.9963404,1,1,RAGTruth,halubench
13741,3319_0,0.9976903,1,0.9976903,1,1,RAGTruth,halubench
financebench_id_05742,2915_0,0.49491042,0,0.4973739,0,1,FinanceBench,halubench
c9686f33-a177-4f95-8436-9310d672e406,315_0,0.0016811048,0,0.0016811048,0,0,DROP,halubench
financebench_id_03553,2326_0,0.57830006,1,0.57830006,1,0,FinanceBench,halubench
financebench_id_03554,2016_0,0.5185547,1,0.5185547,1,0,FinanceBench,halubench
21663658,1461_0,0.63552237,1,0.63552237,1,1,pubmedQA,halubench
13532,3302_0,0.8542483,1,0.8542483,1,0,RAGTruth,halubench
13139,3215_0,0.8133554,1,0.8253541,1,1,RAGTruth,halubench
financebench_id_10449,2982_0,0.42528632,0,0.42528632,0,1,FinanceBench,halubench
13465,3289_0,0.9828745,1,0.9828745,1,1,RAGTruth,halubench
financebench_id_00571,2409_0,0.59922564,1,0.76207674,1,0,FinanceBench,halubench
ba8d4956-77d8-49df-ba6f-90eb7f579f8d,994_0,0.64861596,1,0.64861596,1,1,DROP,halubench
17375706,1860_0,0.97124195,1,0.97124195,1,0,pubmedQA,halubench
f16c0ee7-f131-4a8b-a6ac-4d275ea68066,46_0,0.23322958,0,0.23322958,0,0,DROP,halubench
16466,3740_0,0.6838876,1,0.6838876,1,1,RAGTruth,halubench
financebench_id_03613,2484_0,0.5185391,1,0.5301346,1,0,FinanceBench,halubench
financebench_id_06062,2640_0,0.7253812,1,0.74522126,1,1,FinanceBench,halubench
18751465,1853_0,0.9709499,1,0.9709499,1,0,pubmedQA,halubench
20607217,1775_0,0.34771475,0,0.4297444,0,0,pubmedQA,halubench
25401746,1895_0,0.9602927,1,0.96985966,1,0,pubmedQA,halubench
24c508bf-367b-44ac-960e-eb974ff1afd7,613_0,0.9782485,1,0.9782485,1,1,DROP,halubench
15475453,1880_0,0.08356164,0,0.08356164,0,0,pubmedQA,halubench
14743,3463_0,0.99596196,1,0.99596196,1,1,RAGTruth,halubench
78f47611-5119-42dc-af43-f40dcfd6fe96,8_0,0.16645847,0,0.16645847,0,0,DROP,halubench
financebench_id_02038,2918_0,0.38675344,0,0.38675344,0,1,FinanceBench,halubench
17624643,1300_0,0.96380246,1,0.96380246,1,1,pubmedQA,halubench
10565749,1698_0,0.8963,1,0.8963,1,0,pubmedQA,halubench
financebench_id_08148,2136_0,0.40187916,0,0.40187916,0,0,FinanceBench,halubench
19077458,1492_0,0.91865134,1,0.91865134,1,1,pubmedQA,halubench
23347337,1053_0,0.69294435,1,0.69294435,1,1,pubmedQA,halubench
bbd452c6-f047-4f57-97a0-9608d255846a,21_0,0.0042561362,0,0.0042561362,0,0,DROP,halubench
13043,3191_0,0.8202464,1,0.9883986,1,1,RAGTruth,halubench
financebench_id_09389,2171_0,0.5140781,1,0.5140781,1,0,FinanceBench,halubench
17912373,1190_0,0.8917311,1,0.8917311,1,1,pubmedQA,halubench
4eff52f2-f240-4cc4-a97d-b3f6305f5dbb,472_0,0.46355394,0,0.46355394,0,0,DROP,halubench
financebench_id_09249,2243_0,0.61704284,1,0.61704284,1,0,FinanceBench,halubench
205b0d70-82cd-4dff-8045-acd0550f2dc6,527_0,0.9893114,1,0.9893114,1,1,DROP,halubench
2500b5ab-4b76-454a-8a03-01873e6bffd1,534_0,0.99431854,1,0.99431854,1,1,DROP,halubench
financebench_id_02466,2148_0,0.77463436,1,0.77463436,1,0,FinanceBench,halubench
13138,3214_0,0.97711664,1,0.99416465,1,1,RAGTruth,halubench
13744,3322_0,0.8055621,1,0.8055621,1,1,RAGTruth,halubench
9142039,1008_0,0.911196,1,0.911196,1,1,pubmedQA,halubench
03074e4c-5e32-4625-8934-78dec716e3f1,852_0,0.991381,1,0.991381,1,1,DROP,halubench
financebench_id_06132,2897_0,0.5168111,1,0.5251318,1,1,FinanceBench,halubench
16507,3745_0,0.43415672,0,0.43415672,0,1,RAGTruth,halubench
2b33e8e3-061b-47c6-8584-f66dcaec6d1f,330_0,0.00347895,0,0.00347895,0,0,DROP,halubench
26471488,1012_0,0.10403669,0,0.28376415,0,1,pubmedQA,halubench
financebench_id_02844,2827_0,0.6570664,1,0.69290346,1,1,FinanceBench,halubench
23837454,1641_0,0.13815078,0,0.13815078,0,0,pubmedQA,halubench
27261559,1293_0,0.92432773,1,0.92432773,1,1,pubmedQA,halubench
9175815,1126_0,0.943342,1,0.943342,1,1,pubmedQA,halubench
16936,3820_0,0.9812874,1,0.99259347,1,1,RAGTruth,halubench
13912,3328_0,0.4344879,0,0.4344879,0,1,RAGTruth,halubench
23826518,1871_0,0.9774563,1,0.9774563,1,0,pubmedQA,halubench
financebench_id_07077,2826_0,0.53370655,1,0.53370655,1,1,FinanceBench,halubench
financebench_id_00470,2668_0,0.16622713,0,0.34868357,0,1,FinanceBench,halubench
financebench_id_04050,2099_0,0.52740514,1,0.52740514,1,0,FinanceBench,halubench
16893,3801_0,0.6995717,1,0.6995717,1,1,RAGTruth,halubench
23362302,1758_0,0.9745179,1,0.9745179,1,0,pubmedQA,halubench
financebench_id_01196,2739_0,0.45006123,0,0.45006123,0,1,FinanceBench,halubench
26852225,1577_0,0.038272254,0,0.038272254,0,0,pubmedQA,halubench
financebench_id_03634,2889_0,0.60339105,1,0.60339105,1,1,FinanceBench,halubench
41ceae2f-706f-4422-abaa-39873c203a63,146_0,0.0020523737,0,0.0020523737,0,0,DROP,halubench
14805,3489_0,0.087488644,0,0.087488644,0,1,RAGTruth,halubench
fa8b2cbd-06ed-44a9-bfd8-8e13b789b0cf,91_0,0.003999119,0,0.003999119,0,0,DROP,halubench
financebench_id_06584,2908_0,0.5229957,1,0.5229957,1,1,FinanceBench,halubench
financebench_id_00162,2470_0,0.4933486,0,0.4933486,0,0,FinanceBench,halubench
27068707,1441_0,0.811766,1,0.94013166,1,1,pubmedQA,halubench
12012,3006_0,0.99160516,1,0.9918467,1,1,RAGTruth,halubench
financebench_id_02905,2630_0,0.5311775,1,0.5311775,1,1,FinanceBench,halubench
financebench_id_07346,2855_0,0.5362585,1,0.5362585,1,1,FinanceBench,halubench
financebench_id_05086,2790_0,0.5071881,1,0.51420015,1,1,FinanceBench,halubench
27379395,1106_0,0.17231236,0,0.32685405,0,1,pubmedQA,halubench
23574760,1659_0,0.20128343,0,0.20128343,0,0,pubmedQA,halubench
284dae0c-53fa-4b20-8162-37028792481c,98_0,0.34034592,0,0.6179731,1,0,DROP,halubench
107a4dce-b052-4cae-a2ad-d018ece621c2,103_0,0.46074283,0,0.46074283,0,0,DROP,halubench
4600e413-5dc2-480f-a561-631214c52782,22_0,0.25188354,0,0.25188354,0,0,DROP,halubench
9b2e5633-cd00-4483-87a0-4583b636371f,801_0,0.9829049,1,0.9829049,1,1,DROP,halubench
financebench_id_02598,2279_0,0.5165432,1,0.5165432,1,0,FinanceBench,halubench
financebench_id_01478,2076_0,0.27473795,0,0.27473795,0,0,FinanceBench,halubench
21352264,1608_0,0.09503317,0,0.33002684,0,0,pubmedQA,halubench
ecd22d8e-a20a-4517-9eca-3022d0a1e62f,127_0,0.0016734971,0,0.0016734971,0,0,DROP,halubench
14134,3364_0,0.10437467,0,0.10437467,0,0,RAGTruth,halubench
22309212,1927_0,0.89224666,1,0.89224666,1,0,pubmedQA,halubench
31b36417-aad1-412c-b0e5-9c1faaed233f,4_0,0.14609799,0,0.14609799,0,0,DROP,halubench
02fe6c20-99f9-4bfb-8256-5acfda79cddf,466_0,0.0032218916,0,0.0032218916,0,0,DROP,halubench
financebench_id_09901,2508_0,0.5150272,1,0.5150272,1,1,FinanceBench,halubench
financebench_id_05571,2977_0,0.536424,1,0.536424,1,1,FinanceBench,halubench
15466,3586_0,0.9831911,1,0.9960532,1,0,RAGTruth,halubench
43a3d918-2f8f-4b24-9f03-a7052902c8a3,918_0,0.59690976,1,0.59690976,1,1,DROP,halubench
financebench_id_01916,2408_0,0.41711292,0,0.41711292,0,0,FinanceBench,halubench
financebench_id_07547,2383_0,0.49832034,0,0.49832034,0,0,FinanceBench,halubench
2737d50d-ea29-41ba-8b20-54e6d1bdab0a,997_0,0.37402025,0,0.37402025,0,1,DROP,halubench
cad26fc0-b232-4a79-9459-2f8509b67e9c,894_0,0.9862926,1,0.9862926,1,1,DROP,halubench
2d55d8e7-cc38-4db0-be01-61a6a8c28839,263_0,0.0033737365,0,0.0033737365,0,0,DROP,halubench
14099,3359_0,0.9967775,1,0.9967775,1,1,RAGTruth,halubench
24884452,1981_0,0.33866227,0,0.33866227,0,0,pubmedQA,halubench
17390095,1971_0,0.18149754,0,0.18149754,0,0,pubmedQA,halubench
3c983147-6fd2-4d6e-969f-ff1770d3d212,969_0,0.523213,1,0.523213,1,1,DROP,halubench
23684751,1477_0,0.9260293,1,0.9260293,1,1,pubmedQA,halubench
e3301aaf-848e-44a1-b76a-20791ef6c55d,860_0,0.98776037,1,0.98776037,1,1,DROP,halubench
financebench_id_02979,2730_0,0.52619773,1,0.52803063,1,1,FinanceBench,halubench
financebench_id_06140,2752_0,0.5023117,1,0.5060503,1,1,FinanceBench,halubench
4e968686-319f-4d94-b490-652220cf1575,313_0,0.0025792157,0,0.0025792157,0,0,DROP,halubench
12460,3112_0,0.08739048,0,0.10593446,0,0,RAGTruth,halubench
21346095,1386_0,0.8592496,1,0.8592496,1,1,pubmedQA,halubench
b95e844a-ec8c-4587-8a19-37b9907c2620,820_0,0.98725337,1,0.98725337,1,1,DROP,halubench
12071,3029_0,0.99594146,1,0.99594146,1,1,RAGTruth,halubench
fd37e49d-1f0a-419b-ade5-71230f2a339d,161_0,0.0018790934,0,0.0018790934,0,0,DROP,halubench
15456,3576_0,0.9977794,1,0.9977794,1,1,RAGTruth,halubench
financebench_id_00154,2951_0,0.4960548,0,0.4960548,0,1,FinanceBench,halubench
financebench_id_09949,2154_0,0.5497716,1,0.56505257,1,0,FinanceBench,halubench
14689,3445_0,0.9951342,1,0.9980844,1,1,RAGTruth,halubench
financebench_id_09420,2642_0,0.5255284,1,0.5255284,1,1,FinanceBench,halubench
financebench_id_07328,2426_0,0.4926523,0,0.4926523,0,0,FinanceBench,halubench
f466f6ff-52c1-41d2-aabf-45adc57527fa,119_0,0.002437855,0,0.002437855,0,0,DROP,halubench
15463,3583_0,0.9962613,1,0.9962613,1,1,RAGTruth,halubench
16156,3718_0,0.97298765,1,0.97298765,1,1,RAGTruth,halubench
15482,3590_0,0.99710256,1,0.99710256,1,1,RAGTruth,halubench
17762289,1214_0,0.942441,1,0.942441,1,1,pubmedQA,halubench
18719439,1455_0,0.8902625,1,0.8902625,1,1,pubmedQA,halubench
13376,3272_0,0.99615186,1,0.9969501,1,0,RAGTruth,halubench
12344,3086_0,0.99443454,1,0.99443454,1,1,RAGTruth,halubench
26260798,1956_0,0.042363595,0,0.042363595,0,0,pubmedQA,halubench
d512aa81-1559-41a8-8e28-2343546bd7d2,645_0,0.9790895,1,0.98493564,1,1,DROP,halubench
13292,3248_0,0.9466989,1,0.9466989,1,1,RAGTruth,halubench
16059,3699_0,0.025789417,0,0.025789417,0,1,RAGTruth,halubench
financebench_id_08388,2437_0,0.7275176,1,0.73660195,1,0,FinanceBench,halubench
14802,3486_0,0.99007416,1,0.99007416,1,1,RAGTruth,halubench
financebench_id_02852,2044_0,0.6273024,1,0.7019529,1,0,FinanceBench,halubench
financebench_id_05034,2859_0,0.52031434,1,0.52031434,1,1,FinanceBench,halubench
20594006,1003_0,0.1326013,0,0.45065606,0,1,pubmedQA,halubench
93944496-8d4b-49d5-8c78-a4f1ac8c544a,571_0,0.9961771,1,0.9961771,1,1,DROP,halubench
c4e40c10-002c-4392-820a-4d18139ca8a3,268_0,0.0021313406,0,0.0021313406,0,0,DROP,halubench
85c0443f-49ae-4132-8a0e-84a7a698f3bc,257_0,0.002595303,0,0.002595303,0,0,DROP,halubench
financebench_id_10227,2953_0,0.557937,1,0.557937,1,1,FinanceBench,halubench
11164124,1313_0,0.96355295,1,0.96355295,1,1,pubmedQA,halubench
14748,3468_0,0.99769896,1,0.99769896,1,1,RAGTruth,halubench
15464,3584_0,0.9966419,1,0.99689734,1,1,RAGTruth,halubench
20573805,1296_0,0.9239642,1,0.9239642,1,1,pubmedQA,halubench
financebench_id_05629,2782_0,0.5228804,1,0.5228804,1,1,FinanceBench,halubench
9555b283-c5a8-467a-b0bd-84ca6bdd54c0,293_0,0.5851028,1,0.5851028,1,0,DROP,halubench
financebench_id_05288,2868_0,0.6242647,1,0.6301588,1,1,FinanceBench,halubench
15838438,1612_0,0.939238,1,0.939238,1,0,pubmedQA,halubench
24664750,1447_0,0.9424288,1,0.9424288,1,1,pubmedQA,halubench
